,end_date,variable,value,smooth,noise,ci_top,ci_bot
117,2019-06-23,aa_d,25.0,25.209876543209877,-0.2098765432098766,33.27578759799255,17.143965488427206
116,2019-07-21,aa_d,24.0,27.620370370370367,-3.6203703703703667,35.686281425153034,19.5544593155877
115,2019-07-28,aa_d,36.0,31.982142857142854,4.017857142857146,40.04805391192552,23.916231802360187
114,2019-08-18,aa_d,34.0,33.13392857142857,0.8660714285714306,41.19983962621124,25.068017516645902
113,2019-08-22,aa_d,28.999999999999996,33.17857142857143,-4.178571428571434,41.2444824833541,25.112660373788763
112,2019-09-07,aa_d,40.0,34.964285714285715,5.035714285714285,43.03019676906838,26.898374659503048
111,2019-09-17,aa_d,31.0,35.19642857142858,-4.1964285714285765,43.262339626211244,27.13051751664591
110,2019-09-29,aa_d,40.0,35.32142857142857,4.678571428571431,43.38733962621124,27.255517516645902
109,2019-10-15,aa_d,28.999999999999996,35.625,-6.6250000000000036,43.69091105478267,27.559088945217333
108,2019-10-20,aa_d,44.0,38.19642857142857,5.803571428571431,46.26233962621124,30.130517516645902
107,2019-11-10,aa_d,37.0,37.964285714285715,-0.9642857142857153,46.03019676906838,29.898374659503048
106,2019-11-12,aa_d,34.0,37.982142857142854,-3.982142857142854,46.04805391192552,29.916231802360187
105,2019-11-23,aa_d,45.0,40.49107142857142,4.5089285714285765,48.55698248335409,32.425160373788756
103,2019-12-08,aa_d,28.000000000000004,32.54464285714286,-4.544642857142858,40.61055391192553,24.478731802360194
104,2019-12-08,aa_d,41.0,38.18750000000001,2.812499999999993,46.253411054782674,30.12158894521734
101,2020-01-11,aa_d,30.0,31.955357142857146,-1.955357142857146,40.02126819763981,23.88944608807448
102,2020-01-11,aa_d,37.0,35.5,1.5,43.56591105478267,27.434088945217333
100,2020-02-01,aa_d,40.0,36.892857142857146,3.107142857142854,44.95876819763981,28.82694608807448
99,2020-02-11,aa_d,31.0,36.589285714285715,-5.589285714285715,44.65519676906838,28.523374659503048
98,2020-02-22,aa_d,44.0,37.92857142857143,6.071428571428569,45.9944824833541,29.862660373788763
97,2020-03-11,aa_d,33.0,37.37499999999999,-4.374999999999993,45.44091105478266,29.309088945217326
96,2020-03-14,aa_d,40.0,37.098214285714285,2.9017857142857153,45.16412534049695,29.032303230931618
95,2020-04-03,aa_d,36.0,35.098214285714285,0.9017857142857153,43.16412534049695,27.032303230931618
94,2020-04-05,aa_d,28.999999999999996,32.21428571428571,-3.2142857142857117,40.280196769068375,24.14837465950304
93,2020-04-25,aa_d,34.0,31.28571428571429,2.7142857142857117,39.35162534049696,23.219803230931618
92,2020-05-05,aa_d,27.0,31.27678571428571,-4.276785714285712,39.34269676906838,23.21087465950304
91,2020-05-16,aa_d,37.0,32.830357142857146,4.169642857142854,40.89626819763981,24.76444608807448
90,2020-06-02,aa_d,30.0,33.86607142857142,-3.8660714285714235,41.93198248335409,25.800160373788756
89,2020-06-06,aa_d,38.0,36.16071428571429,1.8392857142857082,44.22662534049696,28.094803230931625
88,2020-06-27,aa_d,40.0,36.267857142857146,3.732142857142854,44.33376819763981,28.20194608807448
87,2020-07-12,aa_d,28.000000000000004,34.50000000000001,-6.5000000000000036,42.565911054782674,26.43408894521734
86,2020-07-18,aa_d,40.0,36.267857142857146,3.732142857142854,44.33376819763981,28.20194608807448
85,2020-08-08,aa_d,38.0,36.30357142857143,1.6964285714285694,44.3694824833541,28.237660373788763
84,2020-08-09,aa_d,30.0,35.29464285714286,-5.294642857142861,43.36055391192553,27.228731802360194
83,2020-08-29,aa_d,41.0,38.07142857142857,2.9285714285714306,46.13733962621124,30.005517516645902
82,2020-09-19,aa_d,40.0,40.57142857142857,-0.5714285714285694,48.63733962621124,32.5055175166459
81,2020-10-10,aa_d,43.0,41.169642857142854,1.830357142857146,49.23555391192552,33.10373180236019
80,2020-11-06,aa_d,39.0,40.125,-1.125,48.19091105478267,32.05908894521733
79,2020-11-28,aa_d,41.0,37.76785714285714,3.232142857142861,45.833768197639806,29.70194608807447
78,2020-12-01,aa_d,28.999999999999996,36.19642857142858,-7.19642857142858,44.262339626211244,28.13051751664591
77,2021-01-30,aa_d,43.0,39.96428571428571,3.035714285714292,48.030196769068375,31.89837465950304
76,2021-02-20,aa_d,45.0,42.80357142857143,2.1964285714285694,50.8694824833541,34.73766037378876
75,2021-03-13,aa_d,41.0,41.473214285714285,-0.4732142857142847,49.53912534049695,33.40730323093162
73,2021-03-27,aa_d,40.0,38.276785714285715,1.7232142857142847,46.34269676906838,30.210874659503048
74,2021-03-30,aa_d,32.0,35.125,-3.125,43.19091105478267,27.059088945217333
72,2021-04-12,aa_d,34.0,36.330357142857146,-2.330357142857146,44.39626819763981,28.26444608807448
71,2021-04-24,aa_d,43.0,41.30357142857143,1.6964285714285694,49.3694824833541,33.23766037378876
70,2021-05-15,aa_d,46.0,44.73214285714285,1.267857142857153,52.798053911925514,36.66623180236018
69,2021-06-05,aa_d,47.0,43.857142857142854,3.142857142857146,51.92305391192552,35.79123180236019
68,2021-06-08,aa_d,36.0,41.25892857142858,-5.2589285714285765,49.324839626211244,33.19301751664591
67,2021-06-13,aa_d,44.0,42.09821428571428,1.9017857142857224,50.164125340496945,34.03230323093161
66,2021-06-26,aa_d,45.0,42.0625,2.9375,50.12841105478267,33.99658894521733
65,2021-07-06,aa_d,35.0,40.776785714285715,-5.776785714285715,48.84269676906838,32.71087465950305
64,2021-07-17,aa_d,46.0,43.3125,2.6875,51.37841105478267,35.24658894521733
