,date,lga_name19,value
1758,2021-09-01,PARRAMATTA,51
1759,2021-09-01,PENRITH,73
1760,2021-09-01,PORT STEPHENS,2
1761,2021-09-01,QUEANBEYAN-PALERANG REGIONAL,2
1762,2021-09-01,RANDWICK,14
1763,2021-09-01,RYDE,3
1764,2021-09-01,SHELLHARBOUR,8
1765,2021-09-01,STRATHFIELD,17
1766,2021-09-01,SUTHERLAND SHIRE,19
1767,2021-09-01,SYDNEY,32
1768,2021-09-01,THE HILLS SHIRE,9
1769,2021-09-01,WAVERLEY,2
1770,2021-09-01,WILLOUGHBY,2
1771,2021-09-01,WINGECARRIBEE,1
1772,2021-09-01,WOLLONDILLY,3
1773,2021-09-01,WOLLONGONG,15
1774,2021-09-01,WOOLLAHRA,2
1775,2021-09-02,BATHURST REGIONAL,5
1776,2021-09-02,BAYSIDE,32
1777,2021-09-02,BLACKTOWN,122
1778,2021-09-02,BLUE MOUNTAINS,5
1779,2021-09-02,BOURKE,15
1780,2021-09-02,BURWOOD,7
1781,2021-09-02,CAMDEN,28
1782,2021-09-02,CAMPBELLTOWN,35
1783,2021-09-02,CANADA BAY,7
1784,2021-09-02,CANTERBURY-BANKSTOWN,241
1785,2021-09-02,CENTRAL COAST,9
1786,2021-09-02,CENTRAL DARLING,13
1787,2021-09-02,CORRECTIONAL SETTINGS,12
1788,2021-09-02,CUMBERLAND,245
1789,2021-09-02,DUBBO REGIONAL,29
1790,2021-09-02,FAIRFIELD,112
1791,2021-09-02,GEORGES RIVER,30
1792,2021-09-02,GILGANDRA,1
1793,2021-09-02,HAWKESBURY,11
1794,2021-09-02,HORNSBY,3
1795,2021-09-02,HUNTERS HILL,1
1796,2021-09-02,INNER WEST,25
1797,2021-09-02,LANE COVE,4
1798,2021-09-02,LIVERPOOL,116
1799,2021-09-02,MAITLAND,2
1800,2021-09-02,MOSMAN,1
1801,2021-09-02,NARROMINE,1
1802,2021-09-02,NORTH SYDNEY,4
1803,2021-09-02,NORTHERN BEACHES,7
1804,2021-09-02,ORANGE,2
1805,2021-09-02,PARRAMATTA,45
1806,2021-09-02,PENRITH,75
1807,2021-09-02,PORT STEPHENS,6
1808,2021-09-02,RANDWICK,16
1809,2021-09-02,RYDE,7
1810,2021-09-02,SHELLHARBOUR,1
1811,2021-09-02,SHOALHAVEN,2
1812,2021-09-02,STRATHFIELD,14
1813,2021-09-02,SUTHERLAND SHIRE,10
1814,2021-09-02,SYDNEY,30
1815,2021-09-02,THE HILLS SHIRE,13
1816,2021-09-02,UPPER HUNTER SHIRE,1
1817,2021-09-02,WAVERLEY,5
1818,2021-09-02,WENTWORTH,1
1819,2021-09-02,WOLLONDILLY,5
1820,2021-09-02,WOLLONGONG,7
1821,2021-09-02,WOOLLAHRA,2
1822,2021-09-03,BATHURST REGIONAL,3
1823,2021-09-03,BAYSIDE,29
1824,2021-09-03,BLACKTOWN,192
1825,2021-09-03,BLUE MOUNTAINS,3
1826,2021-09-03,BOURKE,4
1827,2021-09-03,BROKEN HILL,1
1828,2021-09-03,BURWOOD,3
1829,2021-09-03,CAMDEN,18
1830,2021-09-03,CAMPBELLTOWN,55
1831,2021-09-03,CANADA BAY,13
1832,2021-09-03,CANTERBURY-BANKSTOWN,292
1833,2021-09-03,CENTRAL COAST,12
1834,2021-09-03,CENTRAL DARLING,2
1835,2021-09-03,CORRECTIONAL SETTINGS,11
1836,2021-09-03,CUMBERLAND,248
1837,2021-09-03,DUBBO REGIONAL,23
1838,2021-09-03,DUNGOG,1
1839,2021-09-03,FAIRFIELD,114
1840,2021-09-03,GEORGES RIVER,26
1841,2021-09-03,HAWKESBURY,16
1842,2021-09-03,HORNSBY,7
1843,2021-09-03,INNER WEST,23
1844,2021-09-03,LAKE MACQUARIE,1
1845,2021-09-03,LANE COVE,1
1846,2021-09-03,LITHGOW,1
1847,2021-09-03,LIVERPOOL,129
1848,2021-09-03,NEWCASTLE,1
1849,2021-09-03,NORTH SYDNEY,2
1850,2021-09-03,NORTHERN BEACHES,15
1851,2021-09-03,ORANGE,1
1852,2021-09-03,PARRAMATTA,47
1853,2021-09-03,PENRITH,76
1854,2021-09-03,PORT MACQUARIE-HASTINGS,1
1855,2021-09-03,PORT STEPHENS,8
1856,2021-09-03,RANDWICK,18
1857,2021-09-03,RYDE,8
1858,2021-09-03,SHELLHARBOUR,3
1859,2021-09-03,SHOALHAVEN,2
1860,2021-09-03,STRATHFIELD,8
1861,2021-09-03,SUTHERLAND SHIRE,18
1862,2021-09-03,SYDNEY,48
1863,2021-09-03,THE HILLS SHIRE,14
1864,2021-09-03,WARREN,1
1865,2021-09-03,WAVERLEY,2
1866,2021-09-03,WILLOUGHBY,1
1867,2021-09-03,WOLLONGONG,13
1868,2021-09-03,WOOLLAHRA,3
1869,2021-09-04,BALRANALD,1
1870,2021-09-04,BAYSIDE,29
1871,2021-09-04,BLACKTOWN,149
1872,2021-09-04,BLAYNEY,2
1873,2021-09-04,BLUE MOUNTAINS,7
1874,2021-09-04,BOURKE,3
1875,2021-09-04,BROKEN HILL,1
1876,2021-09-04,BURWOOD,4
1877,2021-09-04,CABONNE,1
1878,2021-09-04,CAMDEN,14
1879,2021-09-04,CAMPBELLTOWN,44
1880,2021-09-04,CANADA BAY,10
1881,2021-09-04,CANTERBURY-BANKSTOWN,218
1882,2021-09-04,CENTRAL COAST,5
1883,2021-09-04,CENTRAL DARLING,1
1884,2021-09-04,CESSNOCK,1
1885,2021-09-04,CORRECTIONAL SETTINGS,10
1886,2021-09-04,CUMBERLAND,189
1887,2021-09-04,DUBBO REGIONAL,20
1888,2021-09-04,FAIRFIELD,63
1889,2021-09-04,GEORGES RIVER,21
1890,2021-09-04,HAWKESBURY,11
1891,2021-09-04,HORNSBY,3
1892,2021-09-04,INNER WEST,17
1893,2021-09-04,KU-RING-GAI,2
1894,2021-09-04,LAKE MACQUARIE,1
1895,2021-09-04,LIVERPOOL,124
1896,2021-09-04,MAITLAND,2
1897,2021-09-04,NARROMINE,1
1898,2021-09-04,NORTHERN BEACHES,6
1899,2021-09-04,ORANGE,2
1900,2021-09-04,PARRAMATTA,53
1901,2021-09-04,PENRITH,58
1902,2021-09-04,PORT STEPHENS,6
1903,2021-09-04,RANDWICK,13
1904,2021-09-04,RYDE,9
1905,2021-09-04,SHELLHARBOUR,5
1906,2021-09-04,SHOALHAVEN,3
1907,2021-09-04,STRATHFIELD,15
1908,2021-09-04,SUTHERLAND SHIRE,16
1909,2021-09-04,SYDNEY,42
1910,2021-09-04,THE HILLS SHIRE,7
1911,2021-09-04,UPPER HUNTER SHIRE,1
1912,2021-09-04,WAVERLEY,3
1913,2021-09-04,WINGECARRIBEE,1
1914,2021-09-04,WOLLONDILLY,3
1915,2021-09-04,WOLLONGONG,6
1916,2021-09-04,WOOLLAHRA,4
1917,2021-09-05,BAYSIDE,27
1918,2021-09-05,BLACKTOWN,112
1919,2021-09-05,BOURKE,10
1920,2021-09-05,BROKEN HILL,4
1921,2021-09-05,BURWOOD,3
1922,2021-09-05,CAMDEN,24
1923,2021-09-05,CAMPBELLTOWN,43
1924,2021-09-05,CANADA BAY,6
1925,2021-09-05,CANTERBURY-BANKSTOWN,276
1926,2021-09-05,CENTRAL COAST,9
1927,2021-09-05,CENTRAL DARLING,2
1928,2021-09-05,CORRECTIONAL SETTINGS,10
1929,2021-09-05,CUMBERLAND,180
1930,2021-09-05,DUBBO REGIONAL,24
1931,2021-09-05,EUROBODALLA,1
1932,2021-09-05,FAIRFIELD,69
1933,2021-09-05,GEORGES RIVER,21
1934,2021-09-05,GOULBURN MULWAREE,2
1935,2021-09-05,HAWKESBURY,8
1936,2021-09-05,HORNSBY,5
1937,2021-09-05,HUNTERS HILL,1
1938,2021-09-05,INNER WEST,13
1939,2021-09-05,KU-RING-GAI,2
1940,2021-09-05,LAKE MACQUARIE,3
1941,2021-09-05,LIVERPOOL,101
1942,2021-09-05,MAITLAND,2
1943,2021-09-05,NARROMINE,1
1944,2021-09-05,NEWCASTLE,1
1945,2021-09-05,NORTHERN BEACHES,1
1946,2021-09-05,ORANGE,2
1947,2021-09-05,PARRAMATTA,31
1948,2021-09-05,PENRITH,40
1949,2021-09-05,PORT STEPHENS,3
1950,2021-09-05,QUEANBEYAN-PALERANG REGIONAL,3
1951,2021-09-05,RANDWICK,29
1952,2021-09-05,RYDE,8
1953,2021-09-05,SHELLHARBOUR,3
1954,2021-09-05,SHOALHAVEN,5
1955,2021-09-05,SNOWY MONARO REGIONAL,1
1956,2021-09-05,STRATHFIELD,13
1957,2021-09-05,SUTHERLAND SHIRE,9
1958,2021-09-05,SYDNEY,46
1959,2021-09-05,THE HILLS SHIRE,9
1960,2021-09-05,WAVERLEY,3
1961,2021-09-05,WILLOUGHBY,1
1962,2021-09-05,WINGECARRIBEE,1
1963,2021-09-05,WOLLONDILLY,2
1964,2021-09-05,WOLLONGONG,7
1965,2021-09-05,WOOLLAHRA,2
1966,2021-09-06,BATHURST REGIONAL,1
1967,2021-09-06,BAYSIDE,25
1968,2021-09-06,BLACKTOWN,117
1969,2021-09-06,BLUE MOUNTAINS,2
1970,2021-09-06,BOURKE,1
1971,2021-09-06,BROKEN HILL,2
1972,2021-09-06,BURWOOD,3
1973,2021-09-06,CAMDEN,18
1974,2021-09-06,CAMPBELLTOWN,32
1975,2021-09-06,CANADA BAY,7
1976,2021-09-06,CANTERBURY-BANKSTOWN,263
1977,2021-09-06,CENTRAL COAST,21
1978,2021-09-06,CENTRAL DARLING,2
1979,2021-09-06,CORRECTIONAL SETTINGS,8
1980,2021-09-06,CUMBERLAND,215
1981,2021-09-06,DUBBO REGIONAL,22
1982,2021-09-06,FAIRFIELD,59
1983,2021-09-06,GEORGES RIVER,23
1984,2021-09-06,HAWKESBURY,12
1985,2021-09-06,HORNSBY,3
1986,2021-09-06,INNER WEST,16
1987,2021-09-06,KU-RING-GAI,3
1988,2021-09-06,LAKE MACQUARIE,2
1989,2021-09-06,LANE COVE,2
1990,2021-09-06,LIVERPOOL,105
1991,2021-09-06,MAITLAND,1
1992,2021-09-06,MID-COAST,1
1993,2021-09-06,MID-WESTERN REGIONAL,1
1994,2021-09-06,NARROMINE,3
1995,2021-09-06,NEWCASTLE,2
1996,2021-09-06,NORTH SYDNEY,1
1997,2021-09-06,NORTHERN BEACHES,6
1998,2021-09-06,ORANGE,1
1999,2021-09-06,PARRAMATTA,54
2000,2021-09-06,PENRITH,70
2001,2021-09-06,RANDWICK,17
2002,2021-09-06,RYDE,7
2003,2021-09-06,SHELLHARBOUR,3
2004,2021-09-06,STRATHFIELD,18
2005,2021-09-06,SUTHERLAND SHIRE,14
2006,2021-09-06,SYDNEY,56
2007,2021-09-06,THE HILLS SHIRE,10
2008,2021-09-06,WALGETT,2
2009,2021-09-06,WAVERLEY,6
2010,2021-09-06,WINGECARRIBEE,6
2011,2021-09-06,WOLLONDILLY,1
2012,2021-09-06,WOLLONGONG,24
2013,2021-09-06,WOOLLAHRA,2
2014,2021-09-07,BATHURST REGIONAL,2
2015,2021-09-07,BAYSIDE,30
2016,2021-09-07,BLACKTOWN,155
2017,2021-09-07,BLUE MOUNTAINS,6
2018,2021-09-07,BOURKE,6
2019,2021-09-07,BROKEN HILL,3
2020,2021-09-07,BURWOOD,6
2021,2021-09-07,CAMDEN,19
2022,2021-09-07,CAMPBELLTOWN,35
2023,2021-09-07,CANADA BAY,8
2024,2021-09-07,CANTERBURY-BANKSTOWN,265
2025,2021-09-07,CENTRAL COAST,20
2026,2021-09-07,CENTRAL DARLING,7
2027,2021-09-07,CORRECTIONAL SETTINGS,19
2028,2021-09-07,CUMBERLAND,204
2029,2021-09-07,DUBBO REGIONAL,13
2030,2021-09-07,EUROBODALLA,1
2031,2021-09-07,FAIRFIELD,89
2032,2021-09-07,GEORGES RIVER,26
2033,2021-09-07,HAWKESBURY,9
2034,2021-09-07,HORNSBY,2
2035,2021-09-07,HUNTERS HILL,3
2036,2021-09-07,INNER WEST,19
2037,2021-09-07,KU-RING-GAI,2
2038,2021-09-07,LAKE MACQUARIE,5
2039,2021-09-07,LIVERPOOL,140
2040,2021-09-07,MID-WESTERN REGIONAL,1
2041,2021-09-07,NEWCASTLE,4
2042,2021-09-07,NORTH SYDNEY,3
2043,2021-09-07,NORTHERN BEACHES,8
2044,2021-09-07,PARRAMATTA,53
2045,2021-09-07,PENRITH,53
2046,2021-09-07,PORT STEPHENS,4
2047,2021-09-07,RANDWICK,19
2048,2021-09-07,RYDE,10
2049,2021-09-07,SHELLHARBOUR,6
2050,2021-09-07,SHOALHAVEN,3
2051,2021-09-07,STRATHFIELD,23
2052,2021-09-07,SUTHERLAND SHIRE,17
2053,2021-09-07,SYDNEY,58
2054,2021-09-07,THE HILLS SHIRE,20
2055,2021-09-07,WAVERLEY,2
2056,2021-09-07,WILLOUGHBY,1
2057,2021-09-07,WOLLONDILLY,3
2058,2021-09-07,WOLLONGONG,13
2059,2021-09-07,WOOLLAHRA,5
2060,2021-09-08,BATHURST REGIONAL,1
2061,2021-09-08,BAYSIDE,29
2062,2021-09-08,BLACKTOWN,128
2063,2021-09-08,BLUE MOUNTAINS,5
2064,2021-09-08,BROKEN HILL,1
2065,2021-09-08,BURWOOD,4
2066,2021-09-08,CAMDEN,20
2067,2021-09-08,CAMPBELLTOWN,35
2068,2021-09-08,CANADA BAY,9
2069,2021-09-08,CANTERBURY-BANKSTOWN,304
2070,2021-09-08,CENTRAL COAST,21
2071,2021-09-08,CENTRAL DARLING,2
2072,2021-09-08,CESSNOCK,3
2073,2021-09-08,COFFS HARBOUR,1
2074,2021-09-08,CORRECTIONAL SETTINGS,18
2075,2021-09-08,CUMBERLAND,195
2076,2021-09-08,DUBBO REGIONAL,20
2077,2021-09-08,EUROBODALLA,1
2078,2021-09-08,FAIRFIELD,67
2079,2021-09-08,GEORGES RIVER,26
2080,2021-09-08,HAWKESBURY,18
2081,2021-09-08,HORNSBY,6
2082,2021-09-08,HUNTERS HILL,4
2083,2021-09-08,INNER WEST,19
2084,2021-09-08,KU-RING-GAI,4
2085,2021-09-08,LAKE MACQUARIE,3
2086,2021-09-08,LANE COVE,1
2087,2021-09-08,LIVERPOOL,144
2088,2021-09-08,MOSMAN,2
2089,2021-09-08,NARROMINE,2
2090,2021-09-08,NEWCASTLE,1
2091,2021-09-08,NORTH SYDNEY,2
2092,2021-09-08,NORTHERN BEACHES,7
2093,2021-09-08,ORANGE,2
2094,2021-09-08,PARRAMATTA,51
2095,2021-09-08,PENRITH,51
2096,2021-09-08,PORT STEPHENS,4
2097,2021-09-08,RANDWICK,32
2098,2021-09-08,RYDE,5
2099,2021-09-08,SHELLHARBOUR,15
2100,2021-09-08,SHOALHAVEN,1
2101,2021-09-08,STRATHFIELD,21
2102,2021-09-08,SUTHERLAND SHIRE,20
2103,2021-09-08,SYDNEY,74
2104,2021-09-08,THE HILLS SHIRE,12
2105,2021-09-08,WALGETT,5
2106,2021-09-08,WAVERLEY,5
2107,2021-09-08,WILLOUGHBY,2
2108,2021-09-08,WINGECARRIBEE,1
2109,2021-09-08,WOLLONDILLY,4
2110,2021-09-08,WOLLONGONG,14
2111,2021-09-08,WOOLLAHRA,3
2112,2021-09-09,BATHURST REGIONAL,1
2113,2021-09-09,BAYSIDE,34
2114,2021-09-09,BLACKTOWN,151
2115,2021-09-09,BLUE MOUNTAINS,7
2116,2021-09-09,BOURKE,3
2117,2021-09-09,BROKEN HILL,2
2118,2021-09-09,BURWOOD,2
2119,2021-09-09,CAMDEN,18
2120,2021-09-09,CAMPBELLTOWN,58
2121,2021-09-09,CANADA BAY,6
2122,2021-09-09,CANTERBURY-BANKSTOWN,242
2123,2021-09-09,CENTRAL COAST,32
2124,2021-09-09,CORRECTIONAL SETTINGS,42
2125,2021-09-09,CUMBERLAND,221
2126,2021-09-09,DUBBO REGIONAL,17
2127,2021-09-09,FAIRFIELD,110
2128,2021-09-09,GEORGES RIVER,26
2129,2021-09-09,HAWKESBURY,23
2130,2021-09-09,HORNSBY,3
2131,2021-09-09,HUNTERS HILL,4
2132,2021-09-09,INNER WEST,15
2133,2021-09-09,KU-RING-GAI,3
2134,2021-09-09,LAKE MACQUARIE,4
2135,2021-09-09,LITHGOW,1
2136,2021-09-09,LIVERPOOL,152
2137,2021-09-09,MID-WESTERN REGIONAL,6
2138,2021-09-09,NEWCASTLE,2
2139,2021-09-09,NORTH SYDNEY,3
2140,2021-09-09,NORTHERN BEACHES,6
2141,2021-09-09,PARRAMATTA,39
2142,2021-09-09,PENRITH,60
2143,2021-09-09,PORT STEPHENS,5
2144,2021-09-09,RANDWICK,37
2145,2021-09-09,RYDE,9
2146,2021-09-09,SHELLHARBOUR,8
2147,2021-09-09,SHOALHAVEN,2
2148,2021-09-09,SINGLETON,1
2149,2021-09-09,STRATHFIELD,25
2150,2021-09-09,SUTHERLAND SHIRE,18
2151,2021-09-09,SYDNEY,66
2152,2021-09-09,THE HILLS SHIRE,16
2153,2021-09-09,WAVERLEY,2
2154,2021-09-09,WOLLONDILLY,2
2155,2021-09-09,WOLLONGONG,28
2156,2021-09-09,WOOLLAHRA,5
2157,2021-09-10,BATHURST REGIONAL,1
2158,2021-09-10,BAYSIDE,31
2159,2021-09-10,BLACKTOWN,160
2160,2021-09-10,BLUE MOUNTAINS,4
2161,2021-09-10,BROKEN HILL,8
2162,2021-09-10,BURWOOD,3
2163,2021-09-10,CAMDEN,22
2164,2021-09-10,CAMPBELLTOWN,47
2165,2021-09-10,CANADA BAY,7
2166,2021-09-10,CANTERBURY-BANKSTOWN,269
2167,2021-09-10,CENTRAL COAST,23
2168,2021-09-10,CENTRAL DARLING,5
2169,2021-09-10,CORRECTIONAL SETTINGS,6
2170,2021-09-10,CUMBERLAND,176
2171,2021-09-10,DUBBO REGIONAL,11
2172,2021-09-10,FAIRFIELD,77
2173,2021-09-10,GEORGES RIVER,39
2174,2021-09-10,GOULBURN MULWAREE,1
2175,2021-09-10,HAWKESBURY,10
2176,2021-09-10,HORNSBY,13
2177,2021-09-10,HUNTERS HILL,5
2178,2021-09-10,INNER WEST,23
2179,2021-09-10,KU-RING-GAI,3
2180,2021-09-10,LAKE MACQUARIE,5
2181,2021-09-10,LANE COVE,2
2182,2021-09-10,LIVERPOOL,134
2183,2021-09-10,NEWCASTLE,5
2184,2021-09-10,NORTH SYDNEY,6
2185,2021-09-10,NORTHERN BEACHES,9
2186,2021-09-10,PARRAMATTA,56
2187,2021-09-10,PENRITH,69
2188,2021-09-10,QUEANBEYAN-PALERANG REGIONAL,1
2189,2021-09-10,RANDWICK,44
2190,2021-09-10,RYDE,6
2191,2021-09-10,SHELLHARBOUR,12
2192,2021-09-10,SINGLETON,1
2193,2021-09-10,STRATHFIELD,17
2194,2021-09-10,SUTHERLAND SHIRE,10
2195,2021-09-10,SYDNEY,77
2196,2021-09-10,THE HILLS SHIRE,13
2197,2021-09-10,WAVERLEY,3
2198,2021-09-10,WILLOUGHBY,2
2199,2021-09-10,WINGECARRIBEE,2
2200,2021-09-10,WOLLONDILLY,8
2201,2021-09-10,WOLLONGONG,12
2202,2021-09-10,WOOLLAHRA,10
2203,2021-09-11,BATHURST REGIONAL,2
2204,2021-09-11,BAYSIDE,39
2205,2021-09-11,BLACKTOWN,150
2206,2021-09-11,BLUE MOUNTAINS,3
2207,2021-09-11,BROKEN HILL,6
2208,2021-09-11,BURWOOD,8
2209,2021-09-11,CAMDEN,13
2210,2021-09-11,CAMPBELLTOWN,45
2211,2021-09-11,CANADA BAY,7
2212,2021-09-11,CANTERBURY-BANKSTOWN,192
2213,2021-09-11,CENTRAL COAST,30
2214,2021-09-11,CENTRAL DARLING,3
2215,2021-09-11,CORRECTIONAL SETTINGS,6
2216,2021-09-11,CUMBERLAND,147
2217,2021-09-11,DUBBO REGIONAL,9
2218,2021-09-11,FAIRFIELD,59
2219,2021-09-11,GEORGES RIVER,31
2220,2021-09-11,HAWKESBURY,17
2221,2021-09-11,HORNSBY,5
2222,2021-09-11,HUNTERS HILL,1
2223,2021-09-11,INNER WEST,21
2224,2021-09-11,KIAMA,2
2225,2021-09-11,KU-RING-GAI,4
2226,2021-09-11,LAKE MACQUARIE,3
2227,2021-09-11,LANE COVE,1
2228,2021-09-11,LIVERPOOL,128
2229,2021-09-11,MAITLAND,1
2230,2021-09-11,MID-COAST,1
2231,2021-09-11,MOSMAN,1
2232,2021-09-11,NARROMINE,1
2233,2021-09-11,NEWCASTLE,3
2234,2021-09-11,NORTHERN BEACHES,4
2235,2021-09-11,ORANGE,1
2236,2021-09-11,PARRAMATTA,25
2237,2021-09-11,PENRITH,65
2238,2021-09-11,PORT STEPHENS,1
2239,2021-09-11,RANDWICK,50
2240,2021-09-11,RYDE,5
2241,2021-09-11,SHELLHARBOUR,17
2242,2021-09-11,SHOALHAVEN,1
2243,2021-09-11,STRATHFIELD,6
2244,2021-09-11,SUTHERLAND SHIRE,12
2245,2021-09-11,SYDNEY,59
2246,2021-09-11,THE HILLS SHIRE,10
2247,2021-09-11,WALGETT,4
2248,2021-09-11,WAVERLEY,8
2249,2021-09-11,WOLLONDILLY,4
2250,2021-09-11,WOLLONGONG,33
2251,2021-09-11,WOOLLAHRA,6
2252,2021-09-12,BATHURST REGIONAL,3
2253,2021-09-12,BAYSIDE,19
2254,2021-09-12,BLACKTOWN,118
2255,2021-09-12,BLUE MOUNTAINS,1
2256,2021-09-12,BOURKE,2
2257,2021-09-12,BROKEN HILL,1
2258,2021-09-12,BURWOOD,5
2259,2021-09-12,CAMDEN,21
2260,2021-09-12,CAMPBELLTOWN,47
2261,2021-09-12,CANADA BAY,13
2262,2021-09-12,CANTERBURY-BANKSTOWN,236
2263,2021-09-12,CENTRAL COAST,12
2264,2021-09-12,CENTRAL DARLING,2
2265,2021-09-12,CESSNOCK,2
2266,2021-09-12,CORRECTIONAL SETTINGS,4
2267,2021-09-12,CUMBERLAND,123
2268,2021-09-12,DUBBO REGIONAL,3
2269,2021-09-12,FAIRFIELD,62
2270,2021-09-12,GEORGES RIVER,23
2271,2021-09-12,HAWKESBURY,12
2272,2021-09-12,HORNSBY,5
2273,2021-09-12,INNER WEST,14
2274,2021-09-12,KIAMA,2
2275,2021-09-12,LAKE MACQUARIE,4
2276,2021-09-12,LITHGOW,1
2277,2021-09-12,LIVERPOOL,133
2278,2021-09-12,MAITLAND,2
2279,2021-09-12,NEWCASTLE,3
2280,2021-09-12,NORTH SYDNEY,3
2281,2021-09-12,NORTHERN BEACHES,3
2282,2021-09-12,ORANGE,2
2283,2021-09-12,PARRAMATTA,38
2284,2021-09-12,PENRITH,55
2285,2021-09-12,PORT STEPHENS,4
2286,2021-09-12,QUEANBEYAN-PALERANG REGIONAL,3
2287,2021-09-12,RANDWICK,41
2288,2021-09-12,RYDE,4
2289,2021-09-12,SHELLHARBOUR,9
2290,2021-09-12,SHOALHAVEN,2
2291,2021-09-12,SINGLETON,2
2292,2021-09-12,STRATHFIELD,7
2293,2021-09-12,SUTHERLAND SHIRE,18
2294,2021-09-12,SYDNEY,47
2295,2021-09-12,THE HILLS SHIRE,9
2296,2021-09-12,WAVERLEY,5
2297,2021-09-12,WILLOUGHBY,3
2298,2021-09-12,WINGECARRIBEE,3
2299,2021-09-12,WOLLONDILLY,6
2300,2021-09-12,WOLLONGONG,16
2301,2021-09-12,WOOLLAHRA,1
2302,2021-09-13,BATHURST REGIONAL,2
2303,2021-09-13,BAYSIDE,31
2304,2021-09-13,BLACKTOWN,153
2305,2021-09-13,BLUE MOUNTAINS,2
2306,2021-09-13,BROKEN HILL,3
2307,2021-09-13,BURWOOD,6
2308,2021-09-13,CAMDEN,17
2309,2021-09-13,CAMPBELLTOWN,40
2310,2021-09-13,CANADA BAY,9
2311,2021-09-13,CANTERBURY-BANKSTOWN,236
2312,2021-09-13,CENTRAL COAST,13
2313,2021-09-13,CENTRAL DARLING,2
2314,2021-09-13,CORRECTIONAL SETTINGS,6
2315,2021-09-13,CUMBERLAND,144
2316,2021-09-13,DUBBO REGIONAL,10
2317,2021-09-13,EUROBODALLA,1
2318,2021-09-13,FAIRFIELD,61
2319,2021-09-13,GEORGES RIVER,47
2320,2021-09-13,HAWKESBURY,15
2321,2021-09-13,HORNSBY,5
2322,2021-09-13,HUNTERS HILL,4
2323,2021-09-13,INNER WEST,5
2324,2021-09-13,KIAMA,2
2325,2021-09-13,LAKE MACQUARIE,8
2326,2021-09-13,LANE COVE,2
2327,2021-09-13,LITHGOW,1
2328,2021-09-13,LIVERPOOL,143
2329,2021-09-13,MAITLAND,2
2330,2021-09-13,MOREE PLAINS,1
2331,2021-09-13,NEWCASTLE,9
2332,2021-09-13,NORTH SYDNEY,1
2333,2021-09-13,NORTHERN BEACHES,5
2334,2021-09-13,PARRAMATTA,25
2335,2021-09-13,PENRITH,59
2336,2021-09-13,PORT STEPHENS,1
2337,2021-09-13,QUEANBEYAN-PALERANG REGIONAL,2
2338,2021-09-13,RANDWICK,50
2339,2021-09-13,RYDE,5
2340,2021-09-13,SHELLHARBOUR,9
2341,2021-09-13,SHOALHAVEN,1
2342,2021-09-13,STRATHFIELD,11
2343,2021-09-13,SUTHERLAND SHIRE,15
2344,2021-09-13,SYDNEY,42
2345,2021-09-13,THE HILLS SHIRE,8
2346,2021-09-13,WALGETT,2
2347,2021-09-13,WAVERLEY,3
2348,2021-09-13,WILLOUGHBY,1
2349,2021-09-13,WOLLONDILLY,2
2350,2021-09-13,WOLLONGONG,11
2351,2021-09-13,WOOLLAHRA,5
2352,2021-09-13,YASS VALLEY,3
2353,2021-09-14,ALBURY,1
2354,2021-09-14,BATHURST REGIONAL,1
2355,2021-09-14,BAYSIDE,22
2356,2021-09-14,BLACKTOWN,119
2357,2021-09-14,BLUE MOUNTAINS,1
2358,2021-09-14,BROKEN HILL,3
2359,2021-09-14,BURWOOD,3
2360,2021-09-14,CAMDEN,32
2361,2021-09-14,CAMPBELLTOWN,44
2362,2021-09-14,CANADA BAY,13
2363,2021-09-14,CANTERBURY-BANKSTOWN,230
2364,2021-09-14,CENTRAL COAST,15
2365,2021-09-14,CENTRAL DARLING,5
2366,2021-09-14,CESSNOCK,3
2367,2021-09-14,CORRECTIONAL SETTINGS,8
2368,2021-09-14,CUMBERLAND,110
2369,2021-09-14,DUBBO REGIONAL,2
2370,2021-09-14,EUROBODALLA,2
2371,2021-09-14,FAIRFIELD,49
2372,2021-09-14,GEORGES RIVER,30
2373,2021-09-14,GOULBURN MULWAREE,2
2374,2021-09-14,HAWKESBURY,8
2375,2021-09-14,HORNSBY,14
2376,2021-09-14,INNER WEST,15
2377,2021-09-14,KU-RING-GAI,2
2378,2021-09-14,LAKE MACQUARIE,6
2379,2021-09-14,LANE COVE,2
2380,2021-09-14,LIVERPOOL,105
2381,2021-09-14,MAITLAND,7
2382,2021-09-14,NEWCASTLE,7
2383,2021-09-14,NORTH SYDNEY,2
2384,2021-09-14,NORTHERN BEACHES,10
2385,2021-09-14,PARRAMATTA,42
2386,2021-09-14,PENRITH,52
2387,2021-09-14,PORT STEPHENS,2
2388,2021-09-14,QUEANBEYAN-PALERANG REGIONAL,1
2389,2021-09-14,RANDWICK,44
2390,2021-09-14,RYDE,8
2391,2021-09-14,SHELLHARBOUR,19
2392,2021-09-14,SHOALHAVEN,1
2393,2021-09-14,STRATHFIELD,9
2394,2021-09-14,SUTHERLAND SHIRE,18
2395,2021-09-14,SYDNEY,71
2396,2021-09-14,THE HILLS SHIRE,4
2397,2021-09-14,WARREN,1
2398,2021-09-14,WAVERLEY,6
2399,2021-09-14,WINGECARRIBEE,1
2400,2021-09-14,WOLLONDILLY,4
2401,2021-09-14,WOLLONGONG,30
2402,2021-09-14,WOOLLAHRA,5
2403,2021-09-15,BATHURST REGIONAL,3
