lganame,councilnam,suburbname,postcode,percentage
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,LILLI PILLI,2229,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,LOFTUS,2232,99.9999992433453
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,LUCAS HEIGHTS,2234,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,MAIANBAR,2230,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,MENAI,2234,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,MIRANDA,2228,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,OYSTER BAY,2225,99.9968244300271
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,PORT HACKING,2229,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,ROYAL NATIONAL PARK,2232,99.9999999999997
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,SANDY POINT,2172,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,SUTHERLAND,2232,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,SYLVANIA,2224,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,SYLVANIA WATERS,2224,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,TAREN POINT,2229,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,WATERFALL,2233,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,WOOLOOWARE,2230,99.9999999981676
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,WORONORA,2232,99.9999999999999
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,WORONORA DAM,2508,7.98323337885871
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,WORONORA HEIGHTS,2233,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,YARRAWARRAH,2233,100
SUTHERLAND SHIRE,SUTHERLAND SHIRE COUNCIL,YOWIE BAY,2228,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ALEXANDRIA,2015,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ANNANDALE,2038,6.17295796473241
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,BARANGAROO,2000,98.1068935111876
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,BEACONSFIELD,2015,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,CAMPERDOWN,2050,71.9951786064693
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,CENTENNIAL PARK,2021,12.5755546655396
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,CHIPPENDALE,2008,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,DARLINGHURST,2010,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,DARLINGTON,2008,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,DAWES POINT,2000,67.5788105869669
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ELIZABETH BAY,2011,99.9999999999999
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ERSKINEVILLE,2043,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,EVELEIGH,2015,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,FOREST LODGE,2037,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,GLEBE,2037,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,HAYMARKET,2000,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,MILLERS POINT,2000,94.7981457711158
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,MOORE PARK,2021,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,NEWTOWN,2042,43.1903039668885
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,PADDINGTON,2021,29.1462434418978
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,POTTS POINT,2011,99.9999999999998
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,PYRMONT,2009,99.9999991845523
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,REDFERN,2016,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ROSEBERY,2018,76.0905649598705
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,RUSHCUTTERS BAY,2011,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ST PETERS,2044,16.5579507255851
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,SURRY HILLS,2010,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,SYDNEY,2000,94.8937907471738
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,THE ROCKS,2000,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ULTIMO,2007,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,WATERLOO,2017,100
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,WOOLLOOMOOLOO,2011,92.61140989949
SYDNEY,COUNCIL OF THE CITY OF SYDNEY,ZETLAND,2017,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,APPLEBY,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,ATTUNGA,2345,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BANOON,2347,95.6729859702072
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BARRABA,2347,92.013603134401
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BARRY,2340,54.0959092219661
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BECTIVE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BENDEMEER,2355,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BITHRAMERE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BORAH CREEK,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BOWLING ALLEY POINT,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,BUNDARRA,2359,6.99402513474653
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,CALALA,2340,99.9999999999997
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,CRAWNEY,2338,69.8027312250202
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,CURRABUBULA,2342,0.413408297489534
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,DARUKA,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,DUNCANS CREEK,2340,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,DUNGOWAN,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,DURI,2344,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,EAST TAMWORTH,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,GAROO,2340,99.9282883788487
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,GARTHOWEN,2345,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,GIDLEY,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,GOONOO GOONOO,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,GOWRIE,2340,81.5064690940017
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,GULF CREEK,2347,3.12488534114743
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,HALLS CREEK,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,HALLSVILLE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,HANGING ROCK,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,HILLVUE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,IRONBARK,2347,97.6805500490183
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,KENTUCKY,2354,44.1458036036162
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,KINGSWOOD,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,KLORI,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,KOOTINGAL,2352,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,LIMBRI,2352,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,LINDESAY,2347,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,LONGARM,2347,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,LOOMBERAH,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,MANILLA,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,MAYVALE,2347,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,MOONBI,2353,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,MOORE CREEK,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,MULLA CREEK,2352,99.9999999999997
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,NAMOI RIVER,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,NEMINGHA,2340,99.9999999999997
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,NEW MEXICO,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,NIANGALA,2354,35.9044111105419
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,NORTH TAMWORTH,2340,99.9999999999998
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,NUNDLE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,OGUNBIL,2340,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,OXLEY VALE,2340,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,PIALLAMORE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,PIALLAWAY,2342,1.25214694017821
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,RED HILL,2347,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,RETREAT,2355,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,RUSHES CREEK,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,SOMERTON,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,SOUTH TAMWORTH,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,TAMINDA,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,TAMWORTH,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,THIRLDENE,2347,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,TIMBUMBURI,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,TINTINHULL,2352,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,UPPER HORTON,2347,7.4492547739975
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,UPPER MANILLA,2346,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WALLABADAH,2343,0.00203358466287177
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WALLAMORE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WARRABAH,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WARRAL,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WATSONS CREEK,2355,99.9999999999998
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WEABONGA,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WEST TAMWORTH,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WESTDALE,2340,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WIMBORNE,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WINTON,2344,99.9999999999999
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WONGO CREEK,2346,100
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WOODSREEF,2347,99.9999999999997
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WOOLBROOK,2354,62.4924213943026
TAMWORTH REGIONAL,TAMWORTH REGIONAL COUNCIL,WOOLOMIN,2340,99.9999999999999
TEMORA,TEMORA SHIRE COUNCIL,ARIAH PARK,2665,65.894222258012
TEMORA,TEMORA SHIRE COUNCIL,BARMEDMAN,2668,16.3207724508373
TEMORA,TEMORA SHIRE COUNCIL,BECTRIC,2665,100
TEMORA,TEMORA SHIRE COUNCIL,COMBANING,2666,100
TEMORA,TEMORA SHIRE COUNCIL,GIDGINBUNG,2666,100
TEMORA,TEMORA SHIRE COUNCIL,GROGAN,2666,100
TEMORA,TEMORA SHIRE COUNCIL,MIMOSA,2666,100
TEMORA,TEMORA SHIRE COUNCIL,MORANGARELL,2666,51.1531297152111
TEMORA,TEMORA SHIRE COUNCIL,NARRABURRA,2666,100
TEMORA,TEMORA SHIRE COUNCIL,PUCAWAN,2666,100
TEMORA,TEMORA SHIRE COUNCIL,QUANDARY,2665,100
TEMORA,TEMORA SHIRE COUNCIL,REEFTON,2666,100
TEMORA,TEMORA SHIRE COUNCIL,SEBASTOPOL,2666,100
TEMORA,TEMORA SHIRE COUNCIL,SPRINGDALE,2666,100
TEMORA,TEMORA SHIRE COUNCIL,STOCKINBINGAL,2725,14.1756715611294
TEMORA,TEMORA SHIRE COUNCIL,TARA,2665,100
TEMORA,TEMORA SHIRE COUNCIL,TEMORA,2666,100
TEMORA,TEMORA SHIRE COUNCIL,TRUNGLEY HALL,2666,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,ACACIA CREEK,2476,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,AMOSFIELD,4380,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BACK CREEK,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOLIVIA,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOOKOOKOORARA,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOONOO BOONOO,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,BOOROOK,2372,99.9999999999997
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,CARROLLS CREEK,2372,99.9999999999992
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,COTTONVALE,4375,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,CULLENDORE,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DEEPWATER,2371,30.6917623483518
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DRAKE,2469,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DRAKE VILLAGE,2469,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,DUMARESQ VALLEY,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,EMMAVILLE,2371,7.42847179505461
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,FOREST LAND,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,JENNINGS,4383,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,KOREELAH,2476,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,LEGUME,2476,100.000000000001
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,LISTON,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,LOWER ACACIA CREEK,2476,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,MARYLAND,4377,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,MINGOOLA,4380,99.9999999999999
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,MOLE RIVER,2372,99.9999999999998
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,RIVERTREE,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,ROCKY RIVER,2372,99.9999999999997
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,RUBY CREEK,4380,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,SANDY FLAT,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,SANDY HILL,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,SILENT GROVE,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,STANNUM,2371,79.6322327228643
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TABULAM,2469,73.2403985281204
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TARBAN,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TENTERFIELD,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TIMBARRA,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,TORRINGTON,2371,91.5142426676365
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,UNDERCLIFFE,4380,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,UPPER TOOLOOM,2475,99.9999999999997
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,URBENVILLE,2475,83.489156417844
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,WILLSONS DOWNFALL,2372,100
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,WOODENBONG,2476,70.9290824230804
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,WOODSIDE,2372,99.9999999999998
TENTERFIELD,TENTERFIELD SHIRE COUNCIL,WYLIE CREEK,2372,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,ANNANGROVE,2156,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,BAULKHAM HILLS,2153,98.2687615628075
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,BEAUMONT HILLS,2155,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,BEECROFT,2119,0.00000003310892690427
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,BELLA VISTA,2153,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,BOX HILL,2765,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,CARLINGFORD,2118,0.822821994710475
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,CASTLE HILL,2154,88.3232813283547
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,CATTAI,2756,79.4193689261563
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,DURAL,2158,25.1336196035621
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,GABLES,2765,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,GLENHAVEN,2156,86.9632828934323
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,GLENORIE,2157,81.6803126291714
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,KELLYVILLE,2155,99.9999999999999
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,KENTHURST,2156,99.9999999999997
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,LEETS VALE,2775,65.7493659931917
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,LOWER PORTLAND,2756,32.8346704858981
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,MARAYLYA,2765,56.3870691016525
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,MAROOTA,2756,75.0197774863154
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,MIDDLE DURAL,2158,79.2906330723423
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,NELSON,2765,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,NORTH KELLYVILLE,2155,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,NORTH ROCKS,2151,14.3149726552754
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,NORWEST,2153,100
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,ROUSE HILL,2155,47.1628719500011
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,SACKVILLE NORTH,2756,99.9999999999999
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,SOUTH MAROOTA,2756,99.9999999999997
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,WEST PENNANT HILLS,2125,83.3005647835978
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,WINSTON HILLS,2153,4.99792491153485
THE HILLS SHIRE,THE HILLS SHIRE COUNCIL,WISEMANS FERRY,2775,40.9559780590888
TWEED,TWEED SHIRE COUNCIL,BACK CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,BANORA POINT,2486,100
TWEED,TWEED SHIRE COUNCIL,BILAMBIL,2486,100
TWEED,TWEED SHIRE COUNCIL,BILAMBIL HEIGHTS,2486,100
TWEED,TWEED SHIRE COUNCIL,BOGANGAR,2488,100
TWEED,TWEED SHIRE COUNCIL,BRAY PARK,2484,100
TWEED,TWEED SHIRE COUNCIL,BRAYS CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,BUNGALORA,2486,100
TWEED,TWEED SHIRE COUNCIL,BURRINGBAR,2483,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,BYANGUM,2484,100
TWEED,TWEED SHIRE COUNCIL,BYRRILL CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,CABARITA BEACH,2488,100
TWEED,TWEED SHIRE COUNCIL,CAROOL,2486,100
TWEED,TWEED SHIRE COUNCIL,CASUARINA,2487,100
TWEED,TWEED SHIRE COUNCIL,CEDAR CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,CHILLINGHAM,2484,100
TWEED,TWEED SHIRE COUNCIL,CHINDERAH,2487,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,CHOWAN CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,CLOTHIERS CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,COBAKI,2486,99.9999999999998
TWEED,TWEED SHIRE COUNCIL,COBAKI LAKES,2486,100
TWEED,TWEED SHIRE COUNCIL,COMMISSIONERS CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,CONDONG,2484,100
TWEED,TWEED SHIRE COUNCIL,CRABBES CREEK,2483,99.999999894142
TWEED,TWEED SHIRE COUNCIL,CRYSTAL CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,CUDGEN,2487,100
TWEED,TWEED SHIRE COUNCIL,CUDGERA CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,DOON DOON,2484,100
TWEED,TWEED SHIRE COUNCIL,DULGUIGAN,2484,99.9999999999998
TWEED,TWEED SHIRE COUNCIL,DUM DUM,2484,100
TWEED,TWEED SHIRE COUNCIL,DUNBIBLE,2484,100
TWEED,TWEED SHIRE COUNCIL,DUNGAY,2484,100
TWEED,TWEED SHIRE COUNCIL,DURANBAH,2487,100
TWEED,TWEED SHIRE COUNCIL,DUROBY,2486,100
TWEED,TWEED SHIRE COUNCIL,EUNGELLA,2484,100
TWEED,TWEED SHIRE COUNCIL,EVIRON,2484,100
TWEED,TWEED SHIRE COUNCIL,FARRANTS HILL,2484,100
TWEED,TWEED SHIRE COUNCIL,FERNVALE,2484,100
TWEED,TWEED SHIRE COUNCIL,FINGAL HEAD,2487,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,GLENGARRIE,2486,100
TWEED,TWEED SHIRE COUNCIL,HASTINGS POINT,2489,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,HOPKINS CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,KIELVALE,2484,100
TWEED,TWEED SHIRE COUNCIL,KINGS FOREST,2487,100
TWEED,TWEED SHIRE COUNCIL,KINGSCLIFF,2487,100
TWEED,TWEED SHIRE COUNCIL,KUNGHUR,2484,100
TWEED,TWEED SHIRE COUNCIL,KUNGHUR CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,KYNNUMBOON,2484,100
TWEED,TWEED SHIRE COUNCIL,LIMPINWOOD,2484,100
TWEED,TWEED SHIRE COUNCIL,MEBBIN,2484,100
TWEED,TWEED SHIRE COUNCIL,MIDGINBIL,2484,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,MOOBALL,2483,100
TWEED,TWEED SHIRE COUNCIL,MOUNT BURRELL,2484,100
TWEED,TWEED SHIRE COUNCIL,MOUNT WARNING,2484,100
TWEED,TWEED SHIRE COUNCIL,MURWILLUMBAH,2484,100
TWEED,TWEED SHIRE COUNCIL,NOBBYS CREEK,2484,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,NORTH ARM,2484,100
TWEED,TWEED SHIRE COUNCIL,NORTH TUMBULGUM,2490,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,NUMINBAH,2484,100
TWEED,TWEED SHIRE COUNCIL,NUNDERI,2484,100
TWEED,TWEED SHIRE COUNCIL,PALMVALE,2484,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,PIGGABEEN,2486,100
TWEED,TWEED SHIRE COUNCIL,POTTSVILLE,2489,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,PUMPENBIL,2484,100
TWEED,TWEED SHIRE COUNCIL,RESERVE CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,ROUND MOUNTAIN,2484,100
TWEED,TWEED SHIRE COUNCIL,ROWLANDS CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,SLEEPY HOLLOW,2483,100
TWEED,TWEED SHIRE COUNCIL,SMITHS CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,SOUTH MURWILLUMBAH,2484,100
TWEED,TWEED SHIRE COUNCIL,STOKERS SIDING,2484,100
TWEED,TWEED SHIRE COUNCIL,STOTTS CREEK,2487,100
TWEED,TWEED SHIRE COUNCIL,TANGLEWOOD,2488,100
TWEED,TWEED SHIRE COUNCIL,TERRAGON,2484,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,TERRANORA,2486,99.9999999999998
TWEED,TWEED SHIRE COUNCIL,TOMEWIN,2484,100
TWEED,TWEED SHIRE COUNCIL,TUMBULGUM,2490,100
TWEED,TWEED SHIRE COUNCIL,TWEED HEADS,2485,100
TWEED,TWEED SHIRE COUNCIL,TWEED HEADS SOUTH,2486,99.9999999999999
TWEED,TWEED SHIRE COUNCIL,TWEED HEADS WEST,2485,100
TWEED,TWEED SHIRE COUNCIL,TYALGUM,2484,100
TWEED,TWEED SHIRE COUNCIL,TYALGUM CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,TYGALGAH,2484,100
TWEED,TWEED SHIRE COUNCIL,UKI,2484,100
TWEED,TWEED SHIRE COUNCIL,UPPER BURRINGBAR,2483,100
TWEED,TWEED SHIRE COUNCIL,UPPER CRYSTAL CREEK,2484,100
TWEED,TWEED SHIRE COUNCIL,UPPER DUROBY,2486,100
TWEED,TWEED SHIRE COUNCIL,URLIUP,2484,100
TWEED,TWEED SHIRE COUNCIL,WARDROP VALLEY,2484,100
TWEED,TWEED SHIRE COUNCIL,WOOYUNG,2483,75.0110584057034
TWEED,TWEED SHIRE COUNCIL,ZARA,2484,100
UNINCORPORATED,UNINCORPORATED,ABBOTSFORD,2046,0.344715828646232
UNINCORPORATED,UNINCORPORATED,BALMAIN,2041,0.537591682891299
UNINCORPORATED,UNINCORPORATED,BARANGAROO,2000,1.89310648881239
UNINCORPORATED,UNINCORPORATED,BIRCHGROVE,2041,0.0823784519180449
