lganame,councilnam,suburbname,postcode,percentage
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOOLOWEYAH,2464,100
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,WOOMBAH,2469,99.9999999999999
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,YAMBA,2464,99.9999999999998
CLARENCE VALLEY,CLARENCE VALLEY COUNCIL,YURAYGIR,2464,99.9999999999996
COBAR,COBAR SHIRE COUNCIL,BULLA,2835,100
COBAR,COBAR SHIRE COUNCIL,BYROCK,2831,12.0325731108569
COBAR,COBAR SHIRE COUNCIL,CANBELEGO,2835,85.9658043666889
COBAR,COBAR SHIRE COUNCIL,COBAR,2835,100
COBAR,COBAR SHIRE COUNCIL,CUBBA,2835,100
COBAR,COBAR SHIRE COUNCIL,EREMERANG,2877,99.9999999999999
COBAR,COBAR SHIRE COUNCIL,EUABALONG,2877,97.3791917238518
COBAR,COBAR SHIRE COUNCIL,EUABALONG WEST,2877,100
COBAR,COBAR SHIRE COUNCIL,GILGUNNIA,2877,100
COBAR,COBAR SHIRE COUNCIL,IRYMPLE,2835,100
COBAR,COBAR SHIRE COUNCIL,KERRIGUNDI,2835,100
COBAR,COBAR SHIRE COUNCIL,KULWIN,2835,100
COBAR,COBAR SHIRE COUNCIL,MOUNT HOPE,2877,100
COBAR,COBAR SHIRE COUNCIL,NOONA,2835,100
COBAR,COBAR SHIRE COUNCIL,NYMAGEE,2831,100
COBAR,COBAR SHIRE COUNCIL,SANDY CREEK,2835,100
COBAR,COBAR SHIRE COUNCIL,TILPA,2840,56.3871326869783
COBAR,COBAR SHIRE COUNCIL,TINDAREY,2835,99.9999999999999
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,ARRAWARRA,2456,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,ARRAWARRA HEADLAND,2456,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BARCOONGERE,2460,39.2735211737074
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BOAMBEE,2450,99.9999999999999
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BOAMBEE EAST,2452,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BONVILLE,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BROOKLANA,2450,99.9999999999996
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BUCCA,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,BUNDAGEN,2454,99.9999999999997
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,COFFS HARBOUR,2450,99.9999999999993
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,CORAMBA,2450,99.9999999999999
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,CORINDI BEACH,2456,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,DIRTY CREEK,2456,86.4262968950456
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,EMERALD BEACH,2456,99.9999999999997
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,HALFWAY CREEK,2460,4.26659723560516
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,KARANGI,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,KORORA,2450,99.9999999999998
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,LOWANNA,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,MOONEE BEACH,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,MULLAWAY,2456,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,NANA GLEN,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,NORTH BOAMBEE VALLEY,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,RED ROCK,2456,99.9999999999998
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SAFETY BEACH,2456,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SANDY BEACH,2456,99.9999999999996
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SAPPHIRE BEACH,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SAWTELL,2452,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,SHERWOOD,2450,21.1135197190879
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,TOORMINA,2452,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,ULONG,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,UPPER CORINDI,2456,99.0948102092586
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,UPPER ORARA,2450,100
COFFS HARBOUR,COFFS HARBOUR CITY COUNCIL,WOOLGOOLGA,2456,100
COOLAMON,COOLAMON SHIRE COUNCIL,ARDLETHAN,2665,42.6769883487711
COOLAMON,COOLAMON SHIRE COUNCIL,BECKOM,2665,59.5157906323043
COOLAMON,COOLAMON SHIRE COUNCIL,BERRY JERRY,2701,100
COOLAMON,COOLAMON SHIRE COUNCIL,COOLAMON,2701,100
COOLAMON,COOLAMON SHIRE COUNCIL,COWABBIE,2652,100
COOLAMON,COOLAMON SHIRE COUNCIL,GANMAIN,2702,59.6415614137131
COOLAMON,COOLAMON SHIRE COUNCIL,MARRAR,2652,90.5338205361492
COOLAMON,COOLAMON SHIRE COUNCIL,MATONG,2652,71.9226906980078
COOLAMON,COOLAMON SHIRE COUNCIL,METHUL,2701,100
COOLAMON,COOLAMON SHIRE COUNCIL,MURRULEBALE,2652,100
COOLAMON,COOLAMON SHIRE COUNCIL,RANNOCK,2701,100
COOLAMON,COOLAMON SHIRE COUNCIL,WALLEROOBIE,2665,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,ARMATREE,2828,0.0216230096627575
COONAMBLE,COONAMBLE SHIRE COUNCIL,BILLEROY,2829,99.9999999999996
COONAMBLE,COONAMBLE SHIRE COUNCIL,BLACK HOLLOW,2828,99.9999999999999
COONAMBLE,COONAMBLE SHIRE COUNCIL,BOURBAH,2828,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,CARINDA,2831,6.64321079781293
COONAMBLE,COONAMBLE SHIRE COUNCIL,COMBARA,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,CONIMBIA,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,COONAMBLE,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,GILGOOMA,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,GULARGAMBONE,2828,90.4392402885219
COONAMBLE,COONAMBLE SHIRE COUNCIL,GUNGALMAN,2829,99.9999999999999
COONAMBLE,COONAMBLE SHIRE COUNCIL,MACQUARIE MARSHES,2831,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,MAGOMETON,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,MOUNT TENANDRA,2828,99.9999908050852
COONAMBLE,COONAMBLE SHIRE COUNCIL,NEBEA,2829,99.9999999999999
COONAMBLE,COONAMBLE SHIRE COUNCIL,PILLIGA,2388,1.15402240097423
COONAMBLE,COONAMBLE SHIRE COUNCIL,PINE GROVE,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,QUAMBONE,2831,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,QUANDA,2828,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,TERIDGERIE,2829,99.9999999999999
COONAMBLE,COONAMBLE SHIRE COUNCIL,TOOLOON,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,URAWILKIE,2829,100
COONAMBLE,COONAMBLE SHIRE COUNCIL,WARRUMBUNGLE,2828,52.0412141623338
COONAMBLE,COONAMBLE SHIRE COUNCIL,WINGADEE,2829,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,ADJUNGBILLY,2727,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,BURRA CREEK,2722,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,COOLAC,2727,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,COOTAMUNDRA,2590,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,DARBALARA,2722,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,GOBARRALONG,2727,99.9999999999998
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,GUNDAGAI,2722,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,MILVALE,2594,41.9154970439084
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,MOUNT ADRAH,2729,75.1550169478392
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,MUNDARLO,2729,99.9537946604763
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,MUTTAMA,2722,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,NANGUS,2722,99.9999999999998
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,RENO,2722,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,SOUTH GUNDAGAI,2722,99.9999999999999
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,STOCKINBINGAL,2725,85.8243284388705
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,TUMBLONG,2729,100
COOTAMUNDRA-GUNDAGAI REGIONAL,COOTAMUNDRA-GUNDAGAI REGIONAL COUNCIL,WALLENDBEEN,2588,99.9999999999997
COWRA,COWRA SHIRE COUNCIL,BILLIMARI,2804,100
COWRA,COWRA SHIRE COUNCIL,BUMBALDRY,2794,34.4108386597005
COWRA,COWRA SHIRE COUNCIL,CANOWINDRA,2804,36.2257908314516
COWRA,COWRA SHIRE COUNCIL,COWRA,2794,100
COWRA,COWRA SHIRE COUNCIL,DARBYS FALLS,2793,100
COWRA,COWRA SHIRE COUNCIL,GARLAND,2797,0.94392447560402
COWRA,COWRA SHIRE COUNCIL,GODFREYS CREEK,2586,0.00000008322063637832
COWRA,COWRA SHIRE COUNCIL,GOOLOOGONG,2805,82.0763679284849
COWRA,COWRA SHIRE COUNCIL,KOORAWATHA,2807,77.5920155735142
COWRA,COWRA SHIRE COUNCIL,LYNDHURST,2797,5.58954328346159
COWRA,COWRA SHIRE COUNCIL,MANDURAMA,2792,38.5130408885683
COWRA,COWRA SHIRE COUNCIL,NEVILLE,2799,52.8179002453895
COWRA,COWRA SHIRE COUNCIL,ROSEBERG,2793,99.9999999999998
COWRA,COWRA SHIRE COUNCIL,WATTAMONDARA,2794,100
COWRA,COWRA SHIRE COUNCIL,WOODSTOCK,2793,99.9999999999998
COWRA,COWRA SHIRE COUNCIL,WYANGALA,2808,31.4855279173991
CUMBERLAND,CUMBERLAND COUNCIL,AUBURN,2144,99.3881064938882
CUMBERLAND,CUMBERLAND COUNCIL,BERALA,2141,100
CUMBERLAND,CUMBERLAND COUNCIL,CHESTER HILL,2162,13.6487140419316
CUMBERLAND,CUMBERLAND COUNCIL,FAIRFIELD,2165,1.20077118989451
CUMBERLAND,CUMBERLAND COUNCIL,GIRRAWEEN,2145,100
CUMBERLAND,CUMBERLAND COUNCIL,GRANVILLE,2142,70.2551988660907
CUMBERLAND,CUMBERLAND COUNCIL,GREYSTANES,2145,100
CUMBERLAND,CUMBERLAND COUNCIL,GUILDFORD,2161,99.9999999999997
CUMBERLAND,CUMBERLAND COUNCIL,GUILDFORD WEST,2161,100
CUMBERLAND,CUMBERLAND COUNCIL,HOLROYD,2142,89.6386155170523
CUMBERLAND,CUMBERLAND COUNCIL,HOMEBUSH WEST,2140,3.84683694008816
CUMBERLAND,CUMBERLAND COUNCIL,LIDCOMBE,2141,90.5762067933886
CUMBERLAND,CUMBERLAND COUNCIL,MAYS HILL,2145,68.0517713073729
CUMBERLAND,CUMBERLAND COUNCIL,MERRYLANDS,2160,99.6379541397484
CUMBERLAND,CUMBERLAND COUNCIL,MERRYLANDS WEST,2160,100
CUMBERLAND,CUMBERLAND COUNCIL,PARRAMATTA,2150,0.00876557842384413
CUMBERLAND,CUMBERLAND COUNCIL,PEMULWUY,2145,100
CUMBERLAND,CUMBERLAND COUNCIL,PENDLE HILL,2145,65.8260541163881
CUMBERLAND,CUMBERLAND COUNCIL,PROSPECT,2148,0.972533669931668
CUMBERLAND,CUMBERLAND COUNCIL,REGENTS PARK,2143,72.9237430343602
CUMBERLAND,CUMBERLAND COUNCIL,ROOKWOOD,2141,100
CUMBERLAND,CUMBERLAND COUNCIL,SMITHFIELD,2164,48.2465078016304
CUMBERLAND,CUMBERLAND COUNCIL,SOUTH GRANVILLE,2142,100
CUMBERLAND,CUMBERLAND COUNCIL,SOUTH WENTWORTHVILLE,2145,100
CUMBERLAND,CUMBERLAND COUNCIL,TOONGABBIE,2146,12.2124903203881
CUMBERLAND,CUMBERLAND COUNCIL,WENTWORTHVILLE,2145,61.1130422447848
CUMBERLAND,CUMBERLAND COUNCIL,WESTMEAD,2145,47.4136416357098
CUMBERLAND,CUMBERLAND COUNCIL,WOODPARK,2164,100
CUMBERLAND,CUMBERLAND COUNCIL,YENNORA,2161,71.841689091989
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,APSLEY,2820,99.9999999999997
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,ARTHURVILLE,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,BAKERS SWAMP,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,BALLIMORE,2830,99.9999999999998
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,BENOLONG,2818,99.9999999999996
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,BODANGORA,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,BOURNEWOOD,2868,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,BROCKLEHURST,2830,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,COMOBELLA,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,CUNDUMBUL,2866,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,CURRA CREEK,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,DRIPSTONE,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,DUBBO,2830,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,ELONG ELONG,2831,48.0441158719952
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,EUCHAREENA,2866,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,EUMUNGERIE,2822,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,EURIMBLA,2867,84.5590775244585
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,FARNHAM,2820,99.9999999999998
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,GEURIE,2818,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,GOLLAN,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,GOOLMA,2852,37.1108158843052
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,GOONOO FOREST,2830,96.343406491755
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,HARGRAVES,2850,13.0976500996253
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,KERRS CREEK,2800,16.0217171869193
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,LAKE BURRENDONG,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MARYVALE,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MINORE,2830,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MOGRIGUY,2830,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MONTEFIORES,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MOOKERAWA,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MOUNT AQUILA,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MOUNT ARTHUR,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,MUMBIL,2820,99.9999999999998
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,NEUREA,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,NORTH YEOVAL,2868,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,PONTO,2818,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,RAWSONVILLE,2830,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,SPICERS CREEK,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,STUART TOWN,2820,99.9999999999998
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,SUNTOP,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,TERRABELLA,2818,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,TERRAMUNGAMINE,2830,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,TOONGI,2830,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,TWELVE MILE,2850,63.0649922410437
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,WALMER,2820,99.9999999999997
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,WAMBANGALANG,2830,99.9999999999997
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,WELLINGTON,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,WONGARBON,2831,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,WUULUMAN,2820,100
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,YARRABIN,2850,41.4930769764068
DUBBO REGIONAL,DUBBO REGIONAL COUNCIL,YARRAGAL,2820,100
DUNGOG,DUNGOG SHIRE COUNCIL,ALISON,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,ALLYNBROOK,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,BANDON GROVE,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,BENDOLBA,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,BINGLEBURRA,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,BROOKFIELD,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,CAMBRA,2420,99.9999999999998
DUNGOG,DUNGOG SHIRE COUNCIL,CARRABOLLA,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,CHICHESTER,2420,99.9999999999998
DUNGOG,DUNGOG SHIRE COUNCIL,CLARENCE TOWN,2321,100
DUNGOG,DUNGOG SHIRE COUNCIL,DUNGOG,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,DUNS CREEK,2321,0.00000014634185806204
DUNGOG,DUNGOG SHIRE COUNCIL,EAST GRESFORD,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,ECCLESTON,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,FISHERS HILL,2421,99.9999999999997
DUNGOG,DUNGOG SHIRE COUNCIL,FLAT TOPS,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,FOSTERTON,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,GLEN MARTIN,2321,99.9999999999999
DUNGOG,DUNGOG SHIRE COUNCIL,GLEN OAK,2320,33.8452137494133
DUNGOG,DUNGOG SHIRE COUNCIL,GLEN WILLIAM,2321,100
DUNGOG,DUNGOG SHIRE COUNCIL,GRESFORD,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,HALTON,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,HANLEYS CREEK,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,HILLDALE,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,LEWINSBROOK,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,LOSTOCK,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,MAIN CREEK,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,MARSHDALE,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,MARTINS CREEK,2420,99.9999999999999
DUNGOG,DUNGOG SHIRE COUNCIL,MOUNT RIVERS,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,MUNNI,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,PATERSON,2421,100
DUNGOG,DUNGOG SHIRE COUNCIL,SALISBURY,2420,99.9999999999999
DUNGOG,DUNGOG SHIRE COUNCIL,STROUD HILL,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,SUGARLOAF,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,SUMMER HILL,2421,100
DUNGOG,DUNGOG SHIRE COUNCIL,TABBIL CREEK,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,TOCAL,2421,79.6856417321709
DUNGOG,DUNGOG SHIRE COUNCIL,TORRYBURN,2421,100
DUNGOG,DUNGOG SHIRE COUNCIL,UNDERBANK,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,UPPER ALLYN,2311,100
DUNGOG,DUNGOG SHIRE COUNCIL,VACY,2421,99.9999999999999
DUNGOG,DUNGOG SHIRE COUNCIL,WALLARINGA,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,WALLAROBBA,2420,100
DUNGOG,DUNGOG SHIRE COUNCIL,WEBBERS CREEK,2421,100
DUNGOG,DUNGOG SHIRE COUNCIL,WIRRAGULLA,2420,100
EDWARD RIVER,EDWARD RIVER COUNCIL,BARRATTA,2710,99.9999999999998
EDWARD RIVER,EDWARD RIVER COUNCIL,BIRGANBIGIL,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,BLIGHTY,2713,99.9999999999999
EDWARD RIVER,EDWARD RIVER COUNCIL,BOOROORBAN,2710,60.9287485261752
EDWARD RIVER,EDWARD RIVER COUNCIL,CONARGO,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,COREE,2710,67.3369878118867
EDWARD RIVER,EDWARD RIVER COUNCIL,DENILIQUIN,2710,30.4383265548859
EDWARD RIVER,EDWARD RIVER COUNCIL,FOUR CORNERS,2716,28.789991575609
EDWARD RIVER,EDWARD RIVER COUNCIL,HARTWOOD,2710,99.9999999999994
EDWARD RIVER,EDWARD RIVER COUNCIL,LINDIFFERON,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,LOGIE BRAE,2713,44.5703882097606
EDWARD RIVER,EDWARD RIVER COUNCIL,MABINS WELL,2716,68.6414533955521
EDWARD RIVER,EDWARD RIVER COUNCIL,MAYRUNG,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,MOONBRIA,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,MORAGO,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,MOULAMEIN,2733,55.3235455936125
EDWARD RIVER,EDWARD RIVER COUNCIL,MYRTLE PARK,2713,100
EDWARD RIVER,EDWARD RIVER COUNCIL,PINE LODGE,2714,88.6434025388159
EDWARD RIVER,EDWARD RIVER COUNCIL,PRETTY PINE,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,STEAM PLAINS,2710,92.8873095502972
EDWARD RIVER,EDWARD RIVER COUNCIL,STUD PARK,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,TUPPAL,2714,99.9999999999998
EDWARD RIVER,EDWARD RIVER COUNCIL,WANDOOK,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,WANGANELLA,2710,100
EDWARD RIVER,EDWARD RIVER COUNCIL,WARRAGOON,2710,99.9999999999997
EDWARD RIVER,EDWARD RIVER COUNCIL,WILLURAH,2710,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,AKOLELE,2546,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BATEHAVEN,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BATEMANS BAY,2536,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BELOWRA,2545,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BENANDARAH,2536,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BERGALIA,2537,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BIMBIMBIE,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BINGIE,2537,99.9999999999997
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BODALLA,2545,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BROULEE,2537,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,BUCKENBOWRA,2536,99.9999999999998
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,CADGEE,2545,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,CATALINA,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,CENTRAL TILBA,2546,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,COILA,2537,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,CONGO,2537,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,CORUNNA,2546,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,CURROWAN,2536,46.6457912536153
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,DALMENY,2546,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,DENHAMS BEACH,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,DEUA,2537,99.9999999999993
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,DEUA RIVER VALLEY,2537,100.000000000001
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,DIGNAMS CREEK,2546,47.2795768825936
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,EAST LYNNE,2536,11.053406859225
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,EUROBODALLA,2545,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,GUERILLA BAY,2536,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,JEREMADRA,2536,99.999998829874
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,KIANGA,2546,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,KIORA,2537,99.9999999999998
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,LILLI PILLI,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,LONG BEACH,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,MALONEYS BEACH,2536,99.9999999999999
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,MALUA BAY,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,MERINGO,2537,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,MERRICUMBENE,2622,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,MOGENDOURA,2537,99.9999999999998
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,MOGO,2536,100
EUROBODALLA,EUROBODALLA SHIRE COUNCIL,MORUYA,2537,99.9999999999998
