,notification_date,postcode,Size,suburbname
16675,2021-09-23,2020,6,MASCOT
16676,2021-09-23,2020,6,MASCOT
16677,2021-09-24,2020,1,MASCOT
16678,2021-09-24,2020,1,MASCOT
16679,2021-09-25,2020,5,MASCOT
16680,2021-09-25,2020,5,MASCOT
16681,2021-09-26,2020,1,MASCOT
16682,2021-09-26,2020,1,MASCOT
16683,2021-09-28,2020,3,MASCOT
16684,2021-09-28,2020,3,MASCOT
16685,2021-06-21,2070,1,EAST LINDFIELD
16686,2021-06-21,2070,1,LINDFIELD
16687,2021-08-08,2070,1,EAST LINDFIELD
16688,2021-08-08,2070,1,LINDFIELD
16689,2021-08-13,2070,2,EAST LINDFIELD
16690,2021-08-13,2070,2,LINDFIELD
16691,2021-08-14,2070,1,EAST LINDFIELD
16692,2021-08-14,2070,1,LINDFIELD
16693,2021-08-16,2070,3,EAST LINDFIELD
16694,2021-08-16,2070,3,LINDFIELD
16695,2021-08-18,2070,1,EAST LINDFIELD
16696,2021-08-18,2070,1,LINDFIELD
16697,2021-08-23,2070,1,EAST LINDFIELD
16698,2021-08-23,2070,1,LINDFIELD
16699,2021-08-27,2070,1,EAST LINDFIELD
16700,2021-08-27,2070,1,LINDFIELD
16701,2021-09-07,2070,1,EAST LINDFIELD
16702,2021-09-07,2070,1,LINDFIELD
16703,2021-09-10,2070,1,EAST LINDFIELD
16704,2021-09-10,2070,1,LINDFIELD
16705,2021-09-11,2070,2,EAST LINDFIELD
16706,2021-09-11,2070,2,LINDFIELD
16707,2021-09-25,2070,3,EAST LINDFIELD
16708,2021-09-25,2070,3,LINDFIELD
16709,2021-06-21,2112,1,DENISTONE EAST
16710,2021-06-21,2112,1,PUTNEY
16711,2021-06-21,2112,1,RYDE
16712,2021-07-11,2112,1,DENISTONE EAST
16713,2021-07-11,2112,1,PUTNEY
16714,2021-07-11,2112,1,RYDE
16715,2021-07-23,2112,3,DENISTONE EAST
16716,2021-07-23,2112,3,PUTNEY
16717,2021-07-23,2112,3,RYDE
16718,2021-07-25,2112,1,DENISTONE EAST
16719,2021-07-25,2112,1,PUTNEY
16720,2021-07-25,2112,1,RYDE
16721,2021-07-30,2112,2,DENISTONE EAST
16722,2021-07-30,2112,2,PUTNEY
16723,2021-07-30,2112,2,RYDE
16724,2021-07-31,2112,1,DENISTONE EAST
16725,2021-07-31,2112,1,PUTNEY
16726,2021-07-31,2112,1,RYDE
16727,2021-08-01,2112,1,DENISTONE EAST
16728,2021-08-01,2112,1,PUTNEY
16729,2021-08-01,2112,1,RYDE
16730,2021-08-02,2112,1,DENISTONE EAST
16731,2021-08-02,2112,1,PUTNEY
16732,2021-08-02,2112,1,RYDE
16733,2021-08-07,2112,1,DENISTONE EAST
16734,2021-08-07,2112,1,PUTNEY
16735,2021-08-07,2112,1,RYDE
16736,2021-08-08,2112,3,DENISTONE EAST
16737,2021-08-08,2112,3,PUTNEY
16738,2021-08-08,2112,3,RYDE
16739,2021-08-10,2112,2,DENISTONE EAST
16740,2021-08-10,2112,2,PUTNEY
16741,2021-08-10,2112,2,RYDE
16742,2021-08-11,2112,2,DENISTONE EAST
16743,2021-08-11,2112,2,PUTNEY
16744,2021-08-11,2112,2,RYDE
16745,2021-08-12,2112,3,DENISTONE EAST
16746,2021-08-12,2112,3,PUTNEY
16747,2021-08-12,2112,3,RYDE
16748,2021-08-13,2112,5,DENISTONE EAST
16749,2021-08-13,2112,5,PUTNEY
16750,2021-08-13,2112,5,RYDE
16751,2021-08-16,2112,2,DENISTONE EAST
16752,2021-08-16,2112,2,PUTNEY
16753,2021-08-16,2112,2,RYDE
16754,2021-08-17,2112,1,DENISTONE EAST
16755,2021-08-17,2112,1,PUTNEY
16756,2021-08-17,2112,1,RYDE
16757,2021-08-18,2112,1,DENISTONE EAST
16758,2021-08-18,2112,1,PUTNEY
16759,2021-08-18,2112,1,RYDE
16760,2021-08-19,2112,2,DENISTONE EAST
16761,2021-08-19,2112,2,PUTNEY
16762,2021-08-19,2112,2,RYDE
16763,2021-08-20,2112,5,DENISTONE EAST
16764,2021-08-20,2112,5,PUTNEY
16765,2021-08-20,2112,5,RYDE
16766,2021-08-21,2112,2,DENISTONE EAST
16767,2021-08-21,2112,2,PUTNEY
16768,2021-08-21,2112,2,RYDE
16769,2021-08-22,2112,4,DENISTONE EAST
16770,2021-08-22,2112,4,PUTNEY
16771,2021-08-22,2112,4,RYDE
16772,2021-08-24,2112,2,DENISTONE EAST
16773,2021-08-24,2112,2,PUTNEY
16774,2021-08-24,2112,2,RYDE
16775,2021-08-25,2112,1,DENISTONE EAST
16776,2021-08-25,2112,1,PUTNEY
16777,2021-08-25,2112,1,RYDE
16778,2021-08-27,2112,5,DENISTONE EAST
16779,2021-08-27,2112,5,PUTNEY
16780,2021-08-27,2112,5,RYDE
16781,2021-08-28,2112,3,DENISTONE EAST
16782,2021-08-28,2112,3,PUTNEY
16783,2021-08-28,2112,3,RYDE
16784,2021-08-29,2112,1,DENISTONE EAST
16785,2021-08-29,2112,1,PUTNEY
16786,2021-08-29,2112,1,RYDE
16787,2021-08-30,2112,1,DENISTONE EAST
16788,2021-08-30,2112,1,PUTNEY
16789,2021-08-30,2112,1,RYDE
16790,2021-08-31,2112,4,DENISTONE EAST
16791,2021-08-31,2112,4,PUTNEY
16792,2021-08-31,2112,4,RYDE
16793,2021-09-01,2112,1,DENISTONE EAST
16794,2021-09-01,2112,1,PUTNEY
16795,2021-09-01,2112,1,RYDE
16796,2021-09-02,2112,3,DENISTONE EAST
16797,2021-09-02,2112,3,PUTNEY
16798,2021-09-02,2112,3,RYDE
16799,2021-09-03,2112,2,DENISTONE EAST
16800,2021-09-03,2112,2,PUTNEY
16801,2021-09-03,2112,2,RYDE
16802,2021-09-04,2112,4,DENISTONE EAST
16803,2021-09-04,2112,4,PUTNEY
16804,2021-09-04,2112,4,RYDE
16805,2021-09-05,2112,4,DENISTONE EAST
16806,2021-09-05,2112,4,PUTNEY
16807,2021-09-05,2112,4,RYDE
16808,2021-09-06,2112,2,DENISTONE EAST
16809,2021-09-06,2112,2,PUTNEY
16810,2021-09-06,2112,2,RYDE
16811,2021-09-07,2112,4,DENISTONE EAST
16812,2021-09-07,2112,4,PUTNEY
16813,2021-09-07,2112,4,RYDE
16814,2021-09-08,2112,3,DENISTONE EAST
16815,2021-09-08,2112,3,PUTNEY
16816,2021-09-08,2112,3,RYDE
16817,2021-09-09,2112,2,DENISTONE EAST
16818,2021-09-09,2112,2,PUTNEY
16819,2021-09-09,2112,2,RYDE
16820,2021-09-10,2112,1,DENISTONE EAST
16821,2021-09-10,2112,1,PUTNEY
16822,2021-09-10,2112,1,RYDE
16823,2021-09-11,2112,3,DENISTONE EAST
16824,2021-09-11,2112,3,PUTNEY
16825,2021-09-11,2112,3,RYDE
16826,2021-09-12,2112,3,DENISTONE EAST
16827,2021-09-12,2112,3,PUTNEY
16828,2021-09-12,2112,3,RYDE
16829,2021-09-13,2112,3,DENISTONE EAST
16830,2021-09-13,2112,3,PUTNEY
16831,2021-09-13,2112,3,RYDE
16832,2021-09-14,2112,4,DENISTONE EAST
16833,2021-09-14,2112,4,PUTNEY
16834,2021-09-14,2112,4,RYDE
16835,2021-09-15,2112,3,DENISTONE EAST
16836,2021-09-15,2112,3,PUTNEY
16837,2021-09-15,2112,3,RYDE
16838,2021-09-17,2112,3,DENISTONE EAST
16839,2021-09-17,2112,3,PUTNEY
16840,2021-09-17,2112,3,RYDE
16841,2021-09-19,2112,4,DENISTONE EAST
16842,2021-09-19,2112,4,PUTNEY
16843,2021-09-19,2112,4,RYDE
16844,2021-09-20,2112,3,DENISTONE EAST
16845,2021-09-20,2112,3,PUTNEY
16846,2021-09-20,2112,3,RYDE
16847,2021-09-21,2112,2,DENISTONE EAST
16848,2021-09-21,2112,2,PUTNEY
16849,2021-09-21,2112,2,RYDE
16850,2021-09-22,2112,1,DENISTONE EAST
16851,2021-09-22,2112,1,PUTNEY
16852,2021-09-22,2112,1,RYDE
16853,2021-09-23,2112,2,DENISTONE EAST
16854,2021-09-23,2112,2,PUTNEY
16855,2021-09-23,2112,2,RYDE
16856,2021-09-24,2112,2,DENISTONE EAST
16857,2021-09-24,2112,2,PUTNEY
16858,2021-09-24,2112,2,RYDE
16859,2021-09-25,2112,3,DENISTONE EAST
16860,2021-09-25,2112,3,PUTNEY
16861,2021-09-25,2112,3,RYDE
16862,2021-09-27,2112,3,DENISTONE EAST
16863,2021-09-27,2112,3,PUTNEY
16864,2021-09-27,2112,3,RYDE
16865,2021-09-28,2112,2,DENISTONE EAST
16866,2021-09-28,2112,2,PUTNEY
16867,2021-09-28,2112,2,RYDE
16868,2021-06-22,2010,1,DARLINGHURST
16869,2021-06-22,2010,1,SURRY HILLS
16870,2021-06-25,2010,1,DARLINGHURST
16871,2021-06-25,2010,1,SURRY HILLS
16872,2021-06-30,2010,1,DARLINGHURST
16873,2021-06-30,2010,1,SURRY HILLS
16874,2021-07-01,2010,1,DARLINGHURST
16875,2021-07-01,2010,1,SURRY HILLS
16876,2021-07-02,2010,2,DARLINGHURST
16877,2021-07-02,2010,2,SURRY HILLS
16878,2021-07-21,2010,1,DARLINGHURST
16879,2021-07-21,2010,1,SURRY HILLS
16880,2021-07-22,2010,1,DARLINGHURST
16881,2021-07-22,2010,1,SURRY HILLS
16882,2021-07-24,2010,1,DARLINGHURST
16883,2021-07-24,2010,1,SURRY HILLS
16884,2021-07-30,2010,1,DARLINGHURST
16885,2021-07-30,2010,1,SURRY HILLS
16886,2021-08-01,2010,1,DARLINGHURST
16887,2021-08-01,2010,1,SURRY HILLS
16888,2021-08-04,2010,1,DARLINGHURST
16889,2021-08-04,2010,1,SURRY HILLS
16890,2021-08-05,2010,1,DARLINGHURST
16891,2021-08-05,2010,1,SURRY HILLS
16892,2021-08-17,2010,1,DARLINGHURST
16893,2021-08-17,2010,1,SURRY HILLS
16894,2021-08-20,2010,1,DARLINGHURST
16895,2021-08-20,2010,1,SURRY HILLS
16896,2021-08-21,2010,1,DARLINGHURST
16897,2021-08-21,2010,1,SURRY HILLS
16898,2021-08-23,2010,3,DARLINGHURST
16899,2021-08-23,2010,3,SURRY HILLS
16900,2021-08-25,2010,1,DARLINGHURST
16901,2021-08-25,2010,1,SURRY HILLS
16902,2021-08-26,2010,3,DARLINGHURST
16903,2021-08-26,2010,3,SURRY HILLS
16904,2021-08-27,2010,5,DARLINGHURST
16905,2021-08-27,2010,5,SURRY HILLS
16906,2021-08-28,2010,5,DARLINGHURST
16907,2021-08-28,2010,5,SURRY HILLS
16908,2021-08-29,2010,3,DARLINGHURST
16909,2021-08-29,2010,3,SURRY HILLS
16910,2021-08-30,2010,2,DARLINGHURST
16911,2021-08-30,2010,2,SURRY HILLS
16912,2021-08-31,2010,2,DARLINGHURST
16913,2021-08-31,2010,2,SURRY HILLS
16914,2021-09-01,2010,7,DARLINGHURST
16915,2021-09-01,2010,7,SURRY HILLS
16916,2021-09-02,2010,2,DARLINGHURST
16917,2021-09-02,2010,2,SURRY HILLS
16918,2021-09-03,2010,7,DARLINGHURST
16919,2021-09-03,2010,7,SURRY HILLS
16920,2021-09-04,2010,5,DARLINGHURST
16921,2021-09-04,2010,5,SURRY HILLS
16922,2021-09-05,2010,1,DARLINGHURST
16923,2021-09-05,2010,1,SURRY HILLS
16924,2021-09-06,2010,4,DARLINGHURST
16925,2021-09-06,2010,4,SURRY HILLS
16926,2021-09-07,2010,4,DARLINGHURST
16927,2021-09-07,2010,4,SURRY HILLS
16928,2021-09-08,2010,4,DARLINGHURST
16929,2021-09-08,2010,4,SURRY HILLS
16930,2021-09-09,2010,5,DARLINGHURST
16931,2021-09-09,2010,5,SURRY HILLS
16932,2021-09-10,2010,11,DARLINGHURST
16933,2021-09-10,2010,11,SURRY HILLS
16934,2021-09-11,2010,6,DARLINGHURST
16935,2021-09-11,2010,6,SURRY HILLS
16936,2021-09-12,2010,5,DARLINGHURST
16937,2021-09-12,2010,5,SURRY HILLS
16938,2021-09-13,2010,3,DARLINGHURST
16939,2021-09-13,2010,3,SURRY HILLS
16940,2021-09-14,2010,10,DARLINGHURST
16941,2021-09-14,2010,10,SURRY HILLS
16942,2021-09-15,2010,8,DARLINGHURST
16943,2021-09-15,2010,8,SURRY HILLS
16944,2021-09-16,2010,8,DARLINGHURST
16945,2021-09-16,2010,8,SURRY HILLS
16946,2021-09-17,2010,10,DARLINGHURST
16947,2021-09-17,2010,10,SURRY HILLS
16948,2021-09-18,2010,9,DARLINGHURST
16949,2021-09-18,2010,9,SURRY HILLS
16950,2021-09-19,2010,12,DARLINGHURST
16951,2021-09-19,2010,12,SURRY HILLS
16952,2021-09-20,2010,7,DARLINGHURST
16953,2021-09-20,2010,7,SURRY HILLS
16954,2021-09-21,2010,10,DARLINGHURST
16955,2021-09-21,2010,10,SURRY HILLS
16956,2021-09-22,2010,9,DARLINGHURST
16957,2021-09-22,2010,9,SURRY HILLS
16958,2021-09-23,2010,9,DARLINGHURST
16959,2021-09-23,2010,9,SURRY HILLS
16960,2021-09-24,2010,5,DARLINGHURST
16961,2021-09-24,2010,5,SURRY HILLS
16962,2021-09-25,2010,5,DARLINGHURST
16963,2021-09-25,2010,5,SURRY HILLS
16964,2021-09-26,2010,7,DARLINGHURST
16965,2021-09-26,2010,7,SURRY HILLS
16966,2021-09-27,2010,3,DARLINGHURST
16967,2021-09-27,2010,3,SURRY HILLS
16968,2021-09-28,2010,4,DARLINGHURST
16969,2021-09-28,2010,4,SURRY HILLS
16970,2021-06-22,2011,1,ELIZABETH BAY
16971,2021-06-22,2011,1,POTTS POINT
16972,2021-06-22,2011,1,RUSHCUTTERS BAY
16973,2021-06-22,2011,1,WOOLLOOMOOLOO
16974,2021-06-22,2011,1,WOOLLOOMOOLOO
16975,2021-07-02,2011,1,ELIZABETH BAY
16976,2021-07-02,2011,1,POTTS POINT
16977,2021-07-02,2011,1,RUSHCUTTERS BAY
16978,2021-07-02,2011,1,WOOLLOOMOOLOO
16979,2021-07-02,2011,1,WOOLLOOMOOLOO
16980,2021-07-22,2011,2,ELIZABETH BAY
16981,2021-07-22,2011,2,POTTS POINT
16982,2021-07-22,2011,2,RUSHCUTTERS BAY
16983,2021-07-22,2011,2,WOOLLOOMOOLOO
16984,2021-07-22,2011,2,WOOLLOOMOOLOO
16985,2021-07-27,2011,1,ELIZABETH BAY
16986,2021-07-27,2011,1,POTTS POINT
16987,2021-07-27,2011,1,RUSHCUTTERS BAY
16988,2021-07-27,2011,1,WOOLLOOMOOLOO
16989,2021-07-27,2011,1,WOOLLOOMOOLOO
16990,2021-08-11,2011,1,ELIZABETH BAY
16991,2021-08-11,2011,1,POTTS POINT
16992,2021-08-11,2011,1,RUSHCUTTERS BAY
16993,2021-08-11,2011,1,WOOLLOOMOOLOO
16994,2021-08-11,2011,1,WOOLLOOMOOLOO
16995,2021-08-13,2011,1,ELIZABETH BAY
16996,2021-08-13,2011,1,POTTS POINT
16997,2021-08-13,2011,1,RUSHCUTTERS BAY
16998,2021-08-13,2011,1,WOOLLOOMOOLOO
16999,2021-08-13,2011,1,WOOLLOOMOOLOO
17000,2021-08-22,2011,1,ELIZABETH BAY
17001,2021-08-22,2011,1,POTTS POINT
17002,2021-08-22,2011,1,RUSHCUTTERS BAY
17003,2021-08-22,2011,1,WOOLLOOMOOLOO
17004,2021-08-22,2011,1,WOOLLOOMOOLOO
17005,2021-08-25,2011,2,ELIZABETH BAY
17006,2021-08-25,2011,2,POTTS POINT
17007,2021-08-25,2011,2,RUSHCUTTERS BAY
17008,2021-08-25,2011,2,WOOLLOOMOOLOO
17009,2021-08-25,2011,2,WOOLLOOMOOLOO
17010,2021-08-26,2011,5,ELIZABETH BAY
17011,2021-08-26,2011,5,POTTS POINT
17012,2021-08-26,2011,5,RUSHCUTTERS BAY
17013,2021-08-26,2011,5,WOOLLOOMOOLOO
17014,2021-08-26,2011,5,WOOLLOOMOOLOO
17015,2021-08-28,2011,3,ELIZABETH BAY
17016,2021-08-28,2011,3,POTTS POINT
17017,2021-08-28,2011,3,RUSHCUTTERS BAY
17018,2021-08-28,2011,3,WOOLLOOMOOLOO
17019,2021-08-28,2011,3,WOOLLOOMOOLOO
17020,2021-08-29,2011,4,ELIZABETH BAY
17021,2021-08-29,2011,4,POTTS POINT
17022,2021-08-29,2011,4,RUSHCUTTERS BAY
17023,2021-08-29,2011,4,WOOLLOOMOOLOO
17024,2021-08-29,2011,4,WOOLLOOMOOLOO
17025,2021-08-30,2011,1,ELIZABETH BAY
17026,2021-08-30,2011,1,POTTS POINT
17027,2021-08-30,2011,1,RUSHCUTTERS BAY
17028,2021-08-30,2011,1,WOOLLOOMOOLOO
17029,2021-08-30,2011,1,WOOLLOOMOOLOO
17030,2021-08-31,2011,1,ELIZABETH BAY
17031,2021-08-31,2011,1,POTTS POINT
17032,2021-08-31,2011,1,RUSHCUTTERS BAY
17033,2021-08-31,2011,1,WOOLLOOMOOLOO
17034,2021-08-31,2011,1,WOOLLOOMOOLOO
17035,2021-09-01,2011,3,ELIZABETH BAY
17036,2021-09-01,2011,3,POTTS POINT
17037,2021-09-01,2011,3,RUSHCUTTERS BAY
17038,2021-09-01,2011,3,WOOLLOOMOOLOO
17039,2021-09-01,2011,3,WOOLLOOMOOLOO
17040,2021-09-02,2011,6,ELIZABETH BAY
17041,2021-09-02,2011,6,POTTS POINT
17042,2021-09-02,2011,6,RUSHCUTTERS BAY
17043,2021-09-02,2011,6,WOOLLOOMOOLOO
17044,2021-09-02,2011,6,WOOLLOOMOOLOO
17045,2021-09-03,2011,2,ELIZABETH BAY
17046,2021-09-03,2011,2,POTTS POINT
17047,2021-09-03,2011,2,RUSHCUTTERS BAY
17048,2021-09-03,2011,2,WOOLLOOMOOLOO
17049,2021-09-03,2011,2,WOOLLOOMOOLOO
17050,2021-09-04,2011,4,ELIZABETH BAY
17051,2021-09-04,2011,4,POTTS POINT
17052,2021-09-04,2011,4,RUSHCUTTERS BAY
17053,2021-09-04,2011,4,WOOLLOOMOOLOO
17054,2021-09-04,2011,4,WOOLLOOMOOLOO
17055,2021-09-05,2011,6,ELIZABETH BAY
17056,2021-09-05,2011,6,POTTS POINT
17057,2021-09-05,2011,6,RUSHCUTTERS BAY
17058,2021-09-05,2011,6,WOOLLOOMOOLOO
17059,2021-09-05,2011,6,WOOLLOOMOOLOO
17060,2021-09-06,2011,7,ELIZABETH BAY
17061,2021-09-06,2011,7,POTTS POINT
17062,2021-09-06,2011,7,RUSHCUTTERS BAY
17063,2021-09-06,2011,7,WOOLLOOMOOLOO
17064,2021-09-06,2011,7,WOOLLOOMOOLOO
17065,2021-09-07,2011,9,ELIZABETH BAY
17066,2021-09-07,2011,9,POTTS POINT
17067,2021-09-07,2011,9,RUSHCUTTERS BAY
17068,2021-09-07,2011,9,WOOLLOOMOOLOO
17069,2021-09-07,2011,9,WOOLLOOMOOLOO
17070,2021-09-08,2011,4,ELIZABETH BAY
17071,2021-09-08,2011,4,POTTS POINT
17072,2021-09-08,2011,4,RUSHCUTTERS BAY
17073,2021-09-08,2011,4,WOOLLOOMOOLOO
17074,2021-09-08,2011,4,WOOLLOOMOOLOO
17075,2021-09-09,2011,4,ELIZABETH BAY
17076,2021-09-09,2011,4,POTTS POINT
17077,2021-09-09,2011,4,RUSHCUTTERS BAY
17078,2021-09-09,2011,4,WOOLLOOMOOLOO
17079,2021-09-09,2011,4,WOOLLOOMOOLOO
17080,2021-09-10,2011,5,ELIZABETH BAY
17081,2021-09-10,2011,5,POTTS POINT
17082,2021-09-10,2011,5,RUSHCUTTERS BAY
17083,2021-09-10,2011,5,WOOLLOOMOOLOO
17084,2021-09-10,2011,5,WOOLLOOMOOLOO
17085,2021-09-11,2011,3,ELIZABETH BAY
17086,2021-09-11,2011,3,POTTS POINT
17087,2021-09-11,2011,3,RUSHCUTTERS BAY
17088,2021-09-11,2011,3,WOOLLOOMOOLOO
17089,2021-09-11,2011,3,WOOLLOOMOOLOO
17090,2021-09-12,2011,1,ELIZABETH BAY
17091,2021-09-12,2011,1,POTTS POINT
17092,2021-09-12,2011,1,RUSHCUTTERS BAY
17093,2021-09-12,2011,1,WOOLLOOMOOLOO
17094,2021-09-12,2011,1,WOOLLOOMOOLOO
17095,2021-09-13,2011,2,ELIZABETH BAY
17096,2021-09-13,2011,2,POTTS POINT
17097,2021-09-13,2011,2,RUSHCUTTERS BAY
17098,2021-09-13,2011,2,WOOLLOOMOOLOO
17099,2021-09-13,2011,2,WOOLLOOMOOLOO
17100,2021-09-14,2011,3,ELIZABETH BAY
17101,2021-09-14,2011,3,POTTS POINT
17102,2021-09-14,2011,3,RUSHCUTTERS BAY
17103,2021-09-14,2011,3,WOOLLOOMOOLOO
17104,2021-09-14,2011,3,WOOLLOOMOOLOO
17105,2021-09-15,2011,5,ELIZABETH BAY
17106,2021-09-15,2011,5,POTTS POINT
17107,2021-09-15,2011,5,RUSHCUTTERS BAY
17108,2021-09-15,2011,5,WOOLLOOMOOLOO
17109,2021-09-15,2011,5,WOOLLOOMOOLOO
17110,2021-09-16,2011,5,ELIZABETH BAY
17111,2021-09-16,2011,5,POTTS POINT
17112,2021-09-16,2011,5,RUSHCUTTERS BAY
17113,2021-09-16,2011,5,WOOLLOOMOOLOO
17114,2021-09-16,2011,5,WOOLLOOMOOLOO
17115,2021-09-17,2011,3,ELIZABETH BAY
17116,2021-09-17,2011,3,POTTS POINT
17117,2021-09-17,2011,3,RUSHCUTTERS BAY
17118,2021-09-17,2011,3,WOOLLOOMOOLOO
17119,2021-09-17,2011,3,WOOLLOOMOOLOO
17120,2021-09-18,2011,4,ELIZABETH BAY
17121,2021-09-18,2011,4,POTTS POINT
17122,2021-09-18,2011,4,RUSHCUTTERS BAY
17123,2021-09-18,2011,4,WOOLLOOMOOLOO
17124,2021-09-18,2011,4,WOOLLOOMOOLOO
17125,2021-09-19,2011,2,ELIZABETH BAY
17126,2021-09-19,2011,2,POTTS POINT
17127,2021-09-19,2011,2,RUSHCUTTERS BAY
17128,2021-09-19,2011,2,WOOLLOOMOOLOO
17129,2021-09-19,2011,2,WOOLLOOMOOLOO
17130,2021-09-20,2011,3,ELIZABETH BAY
17131,2021-09-20,2011,3,POTTS POINT
17132,2021-09-20,2011,3,RUSHCUTTERS BAY
17133,2021-09-20,2011,3,WOOLLOOMOOLOO
17134,2021-09-20,2011,3,WOOLLOOMOOLOO
17135,2021-09-21,2011,6,ELIZABETH BAY
17136,2021-09-21,2011,6,POTTS POINT
17137,2021-09-21,2011,6,RUSHCUTTERS BAY
17138,2021-09-21,2011,6,WOOLLOOMOOLOO
17139,2021-09-21,2011,6,WOOLLOOMOOLOO
17140,2021-09-22,2011,3,ELIZABETH BAY
17141,2021-09-22,2011,3,POTTS POINT
17142,2021-09-22,2011,3,RUSHCUTTERS BAY
17143,2021-09-22,2011,3,WOOLLOOMOOLOO
17144,2021-09-22,2011,3,WOOLLOOMOOLOO
17145,2021-09-23,2011,3,ELIZABETH BAY
17146,2021-09-23,2011,3,POTTS POINT
17147,2021-09-23,2011,3,RUSHCUTTERS BAY
17148,2021-09-23,2011,3,WOOLLOOMOOLOO
17149,2021-09-23,2011,3,WOOLLOOMOOLOO
17150,2021-09-24,2011,2,ELIZABETH BAY
17151,2021-09-24,2011,2,POTTS POINT
17152,2021-09-24,2011,2,RUSHCUTTERS BAY
17153,2021-09-24,2011,2,WOOLLOOMOOLOO
17154,2021-09-24,2011,2,WOOLLOOMOOLOO
17155,2021-09-25,2011,2,ELIZABETH BAY
17156,2021-09-25,2011,2,POTTS POINT
17157,2021-09-25,2011,2,RUSHCUTTERS BAY
17158,2021-09-25,2011,2,WOOLLOOMOOLOO
17159,2021-09-25,2011,2,WOOLLOOMOOLOO
17160,2021-09-26,2011,5,ELIZABETH BAY
17161,2021-09-26,2011,5,POTTS POINT
17162,2021-09-26,2011,5,RUSHCUTTERS BAY
17163,2021-09-26,2011,5,WOOLLOOMOOLOO
17164,2021-09-26,2011,5,WOOLLOOMOOLOO
17165,2021-09-27,2011,3,ELIZABETH BAY
17166,2021-09-27,2011,3,POTTS POINT
17167,2021-09-27,2011,3,RUSHCUTTERS BAY
17168,2021-09-27,2011,3,WOOLLOOMOOLOO
17169,2021-09-27,2011,3,WOOLLOOMOOLOO
17170,2021-06-22,2016,1,REDFERN
17171,2021-06-23,2016,1,REDFERN
17172,2021-08-06,2016,2,REDFERN
17173,2021-08-12,2016,1,REDFERN
17174,2021-08-13,2016,1,REDFERN
17175,2021-08-15,2016,1,REDFERN
17176,2021-08-16,2016,1,REDFERN
17177,2021-08-24,2016,1,REDFERN
17178,2021-08-25,2016,1,REDFERN
17179,2021-08-27,2016,3,REDFERN
17180,2021-08-28,2016,4,REDFERN
17181,2021-08-29,2016,1,REDFERN
17182,2021-08-30,2016,2,REDFERN
17183,2021-08-31,2016,8,REDFERN
17184,2021-09-01,2016,1,REDFERN
17185,2021-09-02,2016,2,REDFERN
17186,2021-09-03,2016,8,REDFERN
17187,2021-09-04,2016,7,REDFERN
17188,2021-09-05,2016,6,REDFERN
17189,2021-09-06,2016,6,REDFERN
17190,2021-09-07,2016,10,REDFERN
17191,2021-09-08,2016,14,REDFERN
17192,2021-09-09,2016,19,REDFERN
17193,2021-09-10,2016,11,REDFERN
17194,2021-09-11,2016,13,REDFERN
17195,2021-09-12,2016,11,REDFERN
17196,2021-09-13,2016,4,REDFERN
17197,2021-09-14,2016,3,REDFERN
17198,2021-09-15,2016,15,REDFERN
17199,2021-09-16,2016,6,REDFERN
17200,2021-09-17,2016,10,REDFERN
17201,2021-09-18,2016,9,REDFERN
17202,2021-09-19,2016,2,REDFERN
17203,2021-09-20,2016,5,REDFERN
17204,2021-09-21,2016,5,REDFERN
17205,2021-09-22,2016,7,REDFERN
17206,2021-09-23,2016,6,REDFERN
17207,2021-09-24,2016,5,REDFERN
17208,2021-09-25,2016,10,REDFERN
17209,2021-09-26,2016,1,REDFERN
17210,2021-09-27,2016,2,REDFERN
17211,2021-09-28,2016,1,REDFERN
17212,2021-06-22,2557,1,CATHERINE FIELD
17213,2021-06-22,2557,1,GLEDSWOOD HILLS
17214,2021-06-22,2557,1,GREGORY HILLS
17215,2021-06-22,2557,1,ROSSMORE
17216,2021-06-22,2557,1,GREGORY HILLS
17217,2021-06-22,2557,1,ROSSMORE
17218,2021-07-26,2557,1,CATHERINE FIELD
17219,2021-07-26,2557,1,GLEDSWOOD HILLS
17220,2021-07-26,2557,1,GREGORY HILLS
17221,2021-07-26,2557,1,ROSSMORE
17222,2021-07-26,2557,1,GREGORY HILLS
17223,2021-07-26,2557,1,ROSSMORE
17224,2021-07-28,2557,3,CATHERINE FIELD
17225,2021-07-28,2557,3,GLEDSWOOD HILLS
17226,2021-07-28,2557,3,GREGORY HILLS
17227,2021-07-28,2557,3,ROSSMORE
17228,2021-07-28,2557,3,GREGORY HILLS
17229,2021-07-28,2557,3,ROSSMORE
17230,2021-08-03,2557,1,CATHERINE FIELD
17231,2021-08-03,2557,1,GLEDSWOOD HILLS
17232,2021-08-03,2557,1,GREGORY HILLS
17233,2021-08-03,2557,1,ROSSMORE
17234,2021-08-03,2557,1,GREGORY HILLS
17235,2021-08-03,2557,1,ROSSMORE
17236,2021-08-04,2557,1,CATHERINE FIELD
17237,2021-08-04,2557,1,GLEDSWOOD HILLS
17238,2021-08-04,2557,1,GREGORY HILLS
17239,2021-08-04,2557,1,ROSSMORE
17240,2021-08-04,2557,1,GREGORY HILLS
17241,2021-08-04,2557,1,ROSSMORE
17242,2021-08-05,2557,3,CATHERINE FIELD
17243,2021-08-05,2557,3,GLEDSWOOD HILLS
17244,2021-08-05,2557,3,GREGORY HILLS
17245,2021-08-05,2557,3,ROSSMORE
